type,time,latitude,longitude,altitude (ft),speed (kt),course,distance (nmi),distance_interval (ft),eos,color,name,desc
T,2019-08-31 06:00:00,41.902151937,-86.967434641,601.3,4.5,13.7,48.495,75.14,,,,
T,2019-08-31 06:00:12,41.902409177,-86.967333136,601.3,4.8,16.4,48.511,97.73,,,,
T,2019-08-31 06:00:27,41.902755937,-86.967199361,599.7,5.2,16.0,48.532,131.50,,,,
T,2019-08-31 06:00:39,41.903019799,-86.967153177,599.7,4.8,7.4,48.548,96.97,,,,
T,2019-08-31 06:00:51,41.903281230,-86.967071285,599.7,4.8,13.1,48.564,97.84,,,,
T,2019-08-31 06:01:04,41.903564036,-86.966959471,601.3,4.9,16.4,48.582,107.46,,,,
T,2019-08-31 06:01:17,41.903873077,-86.966843046,601.3,5.3,15.7,48.601,116.99,,,,
T,2019-08-31 06:01:32,41.904236264,-86.966730310,601.3,5.4,13.0,48.624,135.86,,,,
T,2019-08-31 06:01:43,41.904493002,-86.966655040,602.9,5.2,12.3,48.640,95.77,,,,
T,2019-08-31 06:01:55,41.904750997,-86.966569629,601.3,4.8,13.8,48.655,96.85,,,,
T,2019-08-31 06:02:07,41.905017626,-86.966503495,601.3,4.9,10.5,48.672,98.82,,,,
T,2019-08-31 06:02:11,41.905119047,-86.966491844,601.3,5.5,4.9,48.678,37.09,,,,
T,2019-08-31 06:02:15,41.905218205,-86.966487654,601.3,5.4,1.8,48.684,36.15,,,,
T,2019-08-31 06:02:31,41.905610142,-86.966379527,601.3,5.4,11.6,48.708,145.83,,,,
T,2019-08-31 06:02:43,41.905910047,-86.966339210,602.9,5.4,5.7,48.726,109.84,,,,
T,2019-08-31 06:02:57,41.906252028,-86.966257151,604.4,5.4,10.1,48.747,126.61,,,,
T,2019-08-31 06:03:10,41.906580096,-86.966222199,604.4,5.5,4.5,48.766,119.93,,,,
T,2019-08-31 06:03:22,41.906847144,-86.966151791,604.4,4.9,11.1,48.783,99.18,,,,
T,2019-08-31 06:03:36,41.907183426,-86.966076018,604.4,5.3,9.5,48.803,124.27,,,,
T,2019-08-31 06:03:48,41.907466482,-86.966018099,604.4,5.2,8.7,48.820,104.35,,,,
T,2019-08-31 06:04:00,41.907746773,-86.965944422,604.4,5.1,11.1,48.838,104.09,,,,
T,2019-08-31 06:04:01,41.907770494,-86.965942327,604.4,5.1,3.8,48.839,8.66,,,,
T,2019-08-31 06:04:08,41.907935869,-86.965884156,602.9,5.3,14.7,48.849,62.31,,,,
T,2019-08-31 06:04:20,41.908203419,-86.965809725,602.9,4.9,11.7,48.866,99.58,,,,
T,2019-08-31 06:04:32,41.908493768,-86.965748705,604.4,5.3,8.9,48.883,107.10,,,,
T,2019-08-31 06:04:41,41.908695605,-86.965646697,602.9,5.2,20.6,48.896,78.62,,,,
T,2019-08-31 06:04:55,41.908987463,-86.965549467,602.9,4.6,13.9,48.914,109.60,,,,
T,2019-08-31 06:05:06,41.909215283,-86.965479646,604.4,4.6,12.8,48.928,85.17,,,,
T,2019-08-31 06:05:17,41.909444863,-86.965406220,604.4,4.6,13.4,48.942,86.02,,,,
T,2019-08-31 06:05:31,41.909705456,-86.965298345,602.9,4.2,17.1,48.959,99.40,,,,
T,2019-08-31 06:05:43,41.909965379,-86.965262638,602.9,4.7,5.8,48.974,95.22,,,,
T,2019-08-31 06:05:56,41.910250615,-86.965236068,602.9,4.7,4.0,48.992,104.19,,,,
T,2019-08-31 06:06:09,41.910519758,-86.965195667,602.9,4.5,6.4,49.008,98.69,,,,
T,2019-08-31 06:06:21,41.910765516,-86.965199355,602.9,4.4,359.4,49.023,89.56,,,,
T,2019-08-31 06:06:34,41.911053434,-86.965154009,602.9,4.8,6.7,49.040,105.64,,,,
T,2019-08-31 06:06:43,41.911225682,-86.965107238,602.9,4.2,11.4,49.050,64.05,,,,
T,2019-08-31 06:06:54,41.911446545,-86.965123499,602.9,4.3,356.9,49.064,80.61,,,,
T,2019-08-31 06:07:04,41.911586104,-86.965084942,601.3,3.1,11.6,49.072,51.93,,,,
T,2019-08-31 06:07:15,41.911802608,-86.965128612,602.9,4.3,351.5,49.085,79.79,,,,
T,2019-08-31 06:07:27,41.912068734,-86.965143532,601.3,4.8,357.6,49.101,97.06,,,,
T,2019-08-31 06:07:37,41.912325975,-86.965169096,601.3,5.6,355.8,49.117,94.00,,,,
T,2019-08-31 06:07:50,41.912632585,-86.965133892,601.3,5.1,4.9,49.135,112.14,,,,
T,2019-08-31 06:08:03,41.912915138,-86.965038423,601.3,4.8,14.1,49.153,106.19,,,,
T,2019-08-31 06:08:11,41.913082358,-86.964996429,588.6,4.6,10.6,49.163,62.00,,,,
T,2019-08-31 06:08:12,41.913098367,-86.964988969,602.9,3.7,19.1,49.164,6.18,,,,
T,2019-08-31 06:08:24,41.913339011,-86.964967176,599.7,4.3,3.9,49.178,87.89,,,,
T,2019-08-31 06:08:40,41.913642772,-86.964910766,599.7,4.1,7.9,49.197,111.75,,,,
T,2019-08-31 06:08:51,41.913854750,-86.964856032,599.7,4.2,10.9,49.210,78.67,,,,
T,2019-08-31 06:09:07,41.914183404,-86.964821750,599.7,4.4,4.4,49.230,120.13,,,,
T,2019-08-31 06:09:20,41.914486242,-86.964764669,598.1,5.1,8.0,49.248,111.45,,,,
T,2019-08-31 06:09:22,41.914523123,-86.964757042,599.7,4.0,8.7,49.250,13.60,,,,
T,2019-08-31 06:09:33,41.914757732,-86.964752013,598.1,4.6,0.9,49.264,85.50,,,,
T,2019-08-31 06:09:46,41.915085632,-86.964712953,599.7,5.5,5.1,49.284,119.96,,,,
T,2019-08-31 06:09:57,41.915356284,-86.964679845,599.7,5.3,5.2,49.300,99.04,,,,
T,2019-08-31 06:10:10,41.915636491,-86.964577502,599.7,4.8,15.2,49.318,105.84,,,,
T,2019-08-31 06:10:20,41.915854337,-86.964562498,599.7,4.7,2.9,49.331,79.49,,,,
T,2019-08-31 06:10:33,41.916150888,-86.964575490,599.7,4.9,358.1,49.349,108.12,,,,
T,2019-08-31 06:10:44,41.916426402,-86.964547411,599.7,5.4,4.3,49.365,100.69,,,,
T,2019-08-31 06:11:00,41.916815573,-86.964435093,598.1,5.4,12.1,49.389,145.07,,,,
T,2019-08-31 06:11:16,41.917143306,-86.964284051,598.1,4.7,18.9,49.410,126.31,,,,
T,2019-08-31 06:11:31,41.917475648,-86.964262510,598.1,4.8,2.8,49.430,121.25,,,,
T,2019-08-31 06:11:47,41.917847888,-86.964148600,599.7,5.2,12.8,49.453,139.15,,,,
T,2019-08-31 06:12:01,41.918152571,-86.964061931,598.1,4.8,12.0,49.471,113.51,,,,
T,2019-08-31 06:12:16,41.918451134,-86.964007951,598.1,4.3,7.7,49.489,109.79,,,,
T,2019-08-31 06:12:30,41.918695383,-86.963972161,599.7,3.8,6.2,49.504,89.54,,,,
T,2019-08-31 06:12:43,41.918991851,-86.964009292,599.7,4.9,354.7,49.522,108.51,,,,
T,2019-08-31 06:12:59,41.919382280,-86.963922204,599.7,5.3,9.4,49.546,144.24,,,,
T,2019-08-31 06:13:14,41.919752341,-86.963850707,598.1,5.4,8.2,49.568,136.25,,,,
T,2019-08-31 06:13:29,41.920140423,-86.963750040,598.1,5.7,10.9,49.592,144.05,,,,
T,2019-08-31 06:13:40,41.920430604,-86.963691954,599.7,5.8,8.5,49.609,106.92,,,,
T,2019-08-31 06:13:44,41.920555998,-86.963712992,599.7,6.8,352.9,49.617,46.05,,,,
T,2019-08-31 06:13:56,41.920892866,-86.963683320,598.1,6.1,3.7,49.637,123.02,,,,
T,2019-08-31 06:14:08,41.921212301,-86.963625234,538.2,5.8,7.7,49.657,117.47,,,,
T,2019-08-31 06:14:09,41.921239123,-86.963625653,591.8,5.8,359.3,49.658,9.77,,,,
T,2019-08-31 06:14:10,41.921264939,-86.963623809,609.2,5.6,3.0,49.660,9.42,,,,
T,2019-08-31 06:14:11,41.921289330,-86.963618696,583.9,5.3,8.9,49.661,9.00,,,,
T,2019-08-31 06:14:12,41.921314141,-86.963609643,609.2,5.6,15.2,49.663,9.37,,,,
T,2019-08-31 06:14:15,41.921386309,-86.963580390,604.4,5.4,16.8,49.667,27.48,,,,
T,2019-08-31 06:14:25,41.921642292,-86.963507635,601.3,5.6,11.9,49.683,95.36,,,,
T,2019-08-31 06:14:36,41.921904311,-86.963466900,599.7,5.2,6.6,49.699,96.12,,,,
T,2019-08-31 06:14:46,41.922165491,-86.963466313,599.7,5.6,0.1,49.714,95.18,,,,
T,2019-08-31 06:14:58,41.922492217,-86.963437144,599.7,5.9,3.8,49.734,119.33,,,,
T,2019-08-31 06:15:10,41.922825314,-86.963433707,599.7,6.0,0.4,49.754,121.39,,,,
T,2019-08-31 06:15:21,41.923131337,-86.963431276,598.1,6.0,0.3,49.772,111.52,,,,
T,2019-08-31 06:15:31,41.923398552,-86.963426415,599.7,5.8,0.8,49.788,97.38,,,,
T,2019-08-31 06:15:43,41.923730727,-86.963440748,599.7,6.0,358.2,49.808,121.11,,,,
T,2019-08-31 06:15:54,41.924032392,-86.963466229,599.7,5.9,356.4,49.827,110.15,,,,
T,2019-08-31 06:15:58,41.924146134,-86.963463631,599.7,6.1,1.0,49.833,41.45,,,,
T,2019-08-31 06:16:02,41.924253087,-86.963462709,599.7,5.8,0.4,49.840,38.98,,,,
T,2019-08-31 06:16:17,41.924664555,-86.963419793,598.1,5.9,4.4,49.865,150.40,,,,
T,2019-08-31 06:16:29,41.924989354,-86.963370424,598.1,5.9,6.5,49.884,119.12,,,,
T,2019-08-31 06:16:39,41.925258664,-86.963310493,598.1,5.9,9.4,49.901,99.49,,,,
T,2019-08-31 06:16:52,41.925610369,-86.963203875,598.1,6.0,12.7,49.922,131.41,,,,
T,2019-08-31 06:17:04,41.925903065,-86.963112596,598.1,5.4,13.1,49.940,109.52,,,,
T,2019-08-31 06:17:16,41.926199365,-86.963052247,598.1,5.4,8.6,49.958,109.22,,,,
T,2019-08-31 06:17:25,41.926448978,-86.963010673,598.1,6.0,7.1,49.973,91.66,,,,
T,2019-08-31 06:17:39,41.926845443,-86.962974547,598.1,6.1,3.9,49.997,144.81,,,,
T,2019-08-31 06:17:49,41.927138139,-86.962972619,598.1,6.3,0.3,50.015,106.66,,,,
T,2019-08-31 06:18:01,41.927480372,-86.962938588,598.1,6.2,4.2,50.035,125.06,,,,
T,2019-08-31 06:18:15,41.927874237,-86.962886453,598.1,6.1,5.6,50.059,144.23,,,,
T,2019-08-31 06:18:28,41.928220158,-86.962812441,598.1,5.8,9.0,50.080,127.66,,,,
T,2019-08-31 06:18:41,41.928545292,-86.962776817,598.1,5.4,4.7,50.100,118.88,,,,
T,2019-08-31 06:18:52,41.928850310,-86.962802298,598.1,6.0,356.4,50.118,111.37,,,,
T,2019-08-31 06:19:05,41.929216012,-86.962835407,598.1,6.1,356.1,50.140,133.57,,,,
T,2019-08-31 06:19:16,41.929535866,-86.962815542,598.1,6.3,2.6,50.159,116.68,,,,
T,2019-08-31 06:19:28,41.929883463,-86.962798610,598.1,6.3,2.1,50.180,126.75,,,,
T,2019-08-31 06:19:39,41.930188648,-86.962777488,598.1,6.0,2.9,50.198,111.36,,,,
T,2019-08-31 06:19:49,41.930460809,-86.962714037,598.1,6.0,9.8,50.215,100.67,,,,
T,2019-08-31 06:19:59,41.930718301,-86.962659638,596.6,5.6,8.9,50.230,94.99,,,,
T,2019-08-31 06:20:09,41.930961125,-86.962623596,598.1,5.3,6.3,50.245,89.03,,,,
T,2019-08-31 06:20:18,41.931210738,-86.962617477,599.7,6.0,1.0,50.260,90.98,,,,
T,2019-08-31 06:20:28,41.931467056,-86.962647065,601.3,5.6,355.1,50.275,93.75,,,,
T,2019-08-31 06:20:38,41.931749191,-86.962656453,601.3,6.1,358.6,50.292,102.84,,,,
T,2019-08-31 06:20:50,41.932092765,-86.962636923,599.7,6.2,2.4,50.313,125.31,,,,
T,2019-08-31 06:20:53,41.932174992,-86.962630134,601.3,5.9,3.5,50.318,30.02,,,,
T,2019-08-31 06:20:57,41.932282364,-86.962631727,599.7,5.8,359.4,50.324,39.13,,,,
T,2019-08-31 06:21:09,41.932606995,-86.962643545,599.7,5.8,358.4,50.344,118.34,,,,
T,2019-08-31 06:21:20,41.932913773,-86.962641366,599.7,6.0,0.3,50.362,111.79,,,,
T,2019-08-31 06:21:29,41.933171935,-86.962635163,599.7,6.2,1.0,50.378,94.09,,,,
T,2019-08-31 06:21:41,41.933495477,-86.962573472,599.7,5.9,8.1,50.397,119.09,,,,
T,2019-08-31 06:21:54,41.933823461,-86.962456964,599.7,5.6,14.8,50.418,123.65,,,,
T,2019-08-31 06:22:05,41.934129232,-86.962402398,599.7,6.1,7.6,50.436,112.41,,,,
T,2019-08-31 06:22:18,41.934498036,-86.962347496,599.7,6.2,6.3,50.458,135.22,,,,
T,2019-08-31 06:22:28,41.934779752,-86.962370714,599.7,6.1,356.5,50.475,102.85,,,,
T,2019-08-31 06:22:38,41.935066329,-86.962409020,599.7,6.2,354.3,50.493,104.95,,,,
T,2019-08-31 06:22:50,41.935415268,-86.962406253,598.1,6.3,0.3,50.514,127.16,,,,
T,2019-08-31 06:22:58,41.935621044,-86.962425280,598.1,5.6,356.1,50.526,75.17,,,,
T,2019-08-31 06:23:13,41.936029578,-86.962390328,599.7,5.9,3.6,50.551,149.18,,,,
T,2019-08-31 06:23:24,41.936321184,-86.962348335,598.1,5.8,6.1,50.568,106.88,,,,
T,2019-08-31 06:23:33,41.936561326,-86.962344563,598.1,5.8,0.7,50.583,87.52,,,,
T,2019-08-31 06:23:46,41.936935158,-86.962321932,599.7,6.2,2.6,50.605,136.37,,,,
T,2019-08-31 06:23:56,41.937222993,-86.962318411,599.7,6.2,0.5,50.622,104.89,,,,
T,2019-08-31 06:24:08,41.937566819,-86.962328469,598.1,6.2,358.8,50.643,125.32,,,,
T,2019-08-31 06:24:19,41.937865717,-86.962264683,598.1,5.9,9.0,50.661,110.30,,,,
T,2019-08-31 06:24:30,41.938138297,-86.962199388,598.1,5.4,10.1,50.678,100.91,,,,
T,2019-08-31 06:24:39,41.938373661,-86.962223193,598.1,5.7,355.7,50.692,86.01,,,,
T,2019-08-31 06:24:51,41.938712541,-86.962199304,598.1,6.1,3.0,50.712,123.66,,,,
T,2019-08-31 06:25:05,41.939097187,-86.962161670,596.6,5.9,4.2,50.735,140.54,,,,
T,2019-08-31 06:25:11,41.939259879,-86.962124370,596.6,5.9,9.7,50.745,60.15,,,,
T,2019-08-31 06:25:18,41.939432295,-86.962098219,596.6,5.4,6.4,50.756,63.23,,,,
T,2019-08-31 06:25:30,41.939749718,-86.962051280,596.6,5.7,6.3,50.775,116.37,,,,
T,2019-08-31 06:25:42,41.940085497,-86.962020351,596.6,6.1,3.9,50.795,122.65,,,,
T,2019-08-31 06:25:54,41.940402500,-86.961993529,598.1,5.7,3.6,50.814,115.75,,,,
T,2019-08-31 06:26:06,41.940727467,-86.961969473,599.7,5.9,3.2,50.833,118.60,,,,
T,2019-08-31 06:26:15,41.940971464,-86.961939214,598.1,5.9,5.3,50.848,89.30,,,,
T,2019-08-31 06:26:28,41.941323420,-86.961931670,596.6,5.8,0.9,50.869,128.27,,,,
T,2019-08-31 06:26:40,41.941633131,-86.961904597,596.6,5.6,3.7,50.888,113.10,,,,
T,2019-08-31 06:26:46,41.941790879,-86.961904597,596.6,5.7,0.0,50.897,57.48,,,,
T,2019-08-31 06:26:55,41.942033535,-86.961914068,596.6,5.8,358.3,50.912,88.46,,,,
T,2019-08-31 06:27:07,41.942366464,-86.961971484,596.6,6.0,352.7,50.932,122.32,,,,
T,2019-08-31 06:27:16,41.942615071,-86.961975172,596.6,6.0,359.4,50.947,90.60,,,,
T,2019-08-31 06:27:21,41.942753792,-86.961966874,596.6,6.0,2.5,50.955,50.60,,,,
T,2019-08-31 06:27:33,41.943054367,-86.961909123,598.1,5.5,8.1,50.973,110.65,,,,
T,2019-08-31 06:27:42,41.943292664,-86.961861011,596.6,5.8,8.5,50.988,87.82,,,,
T,2019-08-31 06:27:57,41.943661217,-86.961808288,596.6,5.3,6.1,51.010,135.07,,,,
T,2019-08-31 06:28:09,41.943950392,-86.961769480,595.0,5.2,5.7,51.028,105.91,,,,
T,2019-08-31 06:28:19,41.944192881,-86.961740227,595.0,5.3,5.1,51.042,88.72,,,,
T,2019-08-31 06:28:33,41.944530336,-86.961687505,595.0,5.2,6.6,51.063,123.81,,,,
T,2019-08-31 06:28:43,41.944789421,-86.961650038,595.0,5.6,6.1,51.078,94.96,,,,
T,2019-08-31 06:28:52,41.945027383,-86.961628748,595.0,5.7,3.8,51.092,86.91,,,,
T,2019-08-31 06:29:02,41.945319409,-86.961630927,596.6,6.3,359.7,51.110,106.42,,,,
T,2019-08-31 06:29:07,41.945461566,-86.961628832,596.6,6.1,0.6,51.119,51.81,,,,
T,2019-08-31 06:29:12,41.945595173,-86.961636627,596.6,5.8,357.5,51.127,48.73,,,,
T,2019-08-31 06:29:25,41.945946878,-86.961581726,596.6,5.9,6.6,51.148,129.03,,,,
T,2019-08-31 06:29:34,41.946182912,-86.961540990,596.6,5.7,7.3,51.162,86.72,,,,
T,2019-08-31 06:29:42,41.946408805,-86.961560938,596.6,6.1,356.2,51.176,82.50,,,,
T,2019-08-31 06:29:53,41.946716337,-86.961573763,596.6,6.0,358.2,51.194,112.12,,,,
T,2019-08-31 06:29:59,41.946886238,-86.961552808,596.6,6.1,5.2,51.204,62.18,,,,
T,2019-08-31 06:30:09,41.947152112,-86.961508216,596.6,5.8,7.1,51.220,97.64,,,,
T,2019-08-31 06:30:20,41.947466685,-86.961459015,595.0,6.2,6.6,51.239,115.41,,,,
T,2019-08-31 06:30:24,41.947577912,-86.961459015,595.0,6.0,0.0,51.246,40.53,,,,
T,2019-08-31 06:30:29,41.947707748,-86.961453231,596.6,5.6,1.9,51.254,47.34,,,,
T,2019-08-31 06:30:42,41.948061548,-86.961431019,596.6,5.9,2.7,51.275,129.07,,,,
T,2019-08-31 06:30:53,41.948374109,-86.961406879,596.6,6.1,3.3,51.294,114.09,,,,
T,2019-08-31 06:31:02,41.948629338,-86.961389696,596.6,6.1,2.9,51.309,93.13,,,,
T,2019-08-31 06:31:07,41.948769400,-86.961406376,596.6,6.1,354.9,51.318,51.24,,,,
T,2019-08-31 06:31:13,41.948938547,-86.961419284,596.6,6.1,356.8,51.328,61.74,,,,
T,2019-08-31 06:31:21,41.949168546,-86.961416937,596.6,6.2,0.4,51.342,83.82,,,,
T,2019-08-31 06:31:32,41.949467612,-86.961377878,595.0,5.9,5.5,51.360,109.50,,,,
T,2019-08-31 06:31:42,41.949735582,-86.961321803,595.0,5.9,8.8,51.376,98.84,,,,
T,2019-08-31 06:31:55,41.950079575,-86.961254748,596.6,5.8,8.2,51.397,126.68,,,,
T,2019-08-31 06:32:05,41.950337151,-86.961212251,595.0,5.6,7.0,51.412,94.57,,,,
T,2019-08-31 06:32:19,41.950708302,-86.961182998,595.0,5.7,3.4,51.435,135.49,,,,
T,2019-08-31 06:32:29,41.950966967,-86.961133545,595.0,5.6,8.1,51.450,95.22,,,,
T,2019-08-31 06:32:42,41.951254299,-86.961044530,595.0,4.9,13.0,51.468,107.47,,,,
T,2019-08-31 06:32:56,41.951607261,-86.960986443,595.0,5.5,7.0,51.489,129.59,,,,
T,2019-08-31 06:33:09,41.951948572,-86.960922908,595.0,5.7,7.9,51.510,125.57,,,,
T,2019-08-31 06:33:22,41.952299858,-86.960868426,595.0,5.9,6.6,51.531,128.87,,,,
T,2019-08-31 06:33:33,41.952572856,-86.960807573,595.0,5.4,9.4,51.548,100.85,,,,
T,2019-08-31 06:33:46,41.952907545,-86.960757533,595.0,5.6,6.3,51.568,122.72,,,,
T,2019-08-31 06:33:57,41.953176437,-86.960710678,595.0,5.3,7.4,51.584,98.81,,,,
T,2019-08-31 06:34:08,41.953434935,-86.960650412,595.0,5.2,9.8,51.600,95.62,,,,
T,2019-08-31 06:34:18,41.953677172,-86.960632643,595.0,5.2,3.1,51.614,88.41,,,,
T,2019-08-31 06:34:27,41.953895772,-86.960597690,595.0,5.3,6.8,51.628,80.23,,,,
T,2019-08-31 06:34:38,41.954194754,-86.960613448,596.6,5.9,357.8,51.646,109.04,,,,
T,2019-08-31 06:34:48,41.954469513,-86.960618226,596.6,5.9,359.3,51.662,100.13,,,,
T,2019-08-31 06:34:52,41.954578059,-86.960633816,596.6,5.9,353.9,51.669,39.78,,,,
T,2019-08-31 06:34:57,41.954711583,-86.960631804,596.6,5.8,0.6,51.677,48.66,,,,
T,2019-08-31 06:35:09,41.955042165,-86.960617220,596.6,6.0,1.9,51.697,120.53,,,,
T,2019-08-31 06:35:18,41.955278870,-86.960606491,596.6,5.7,1.9,51.711,86.31,,,,
T,2019-08-31 06:35:28,41.955542564,-86.960590482,596.6,5.7,2.6,51.727,96.19,,,,
T,2019-08-31 06:35:39,41.955844397,-86.960581681,596.6,5.9,1.2,51.745,110.02,,,,
T,2019-08-31 06:35:48,41.956080096,-86.960567683,596.6,5.7,2.5,51.759,85.98,,,,
T,2019-08-31 06:35:58,41.956352675,-86.960555781,596.6,5.9,1.9,51.775,99.38,,,,
T,2019-08-31 06:36:10,41.956684096,-86.960538514,596.6,6.0,2.2,51.795,120.86,,,,
T,2019-08-31 06:36:23,41.957047200,-86.960532730,598.1,6.0,0.7,51.817,132.33,,,,
T,2019-08-31 06:36:33,41.957332604,-86.960541867,598.1,6.2,358.6,51.834,104.03,,,,
T,2019-08-31 06:36:44,41.957644243,-86.960551925,596.6,6.1,358.6,51.853,113.60,,,,
T,2019-08-31 06:36:57,41.958005671,-86.960548321,596.6,6.0,0.4,51.874,131.71,,,,
T,2019-08-31 06:37:07,41.958282692,-86.960504735,598.1,6.0,6.7,51.891,101.64,,,,
T,2019-08-31 06:37:18,41.958591985,-86.960487133,598.1,6.1,2.4,51.910,112.81,,,,
T,2019-08-31 06:37:30,41.958927680,-86.960490150,598.1,6.0,359.6,51.930,122.33,,,,
T,2019-08-31 06:37:40,41.959215347,-86.960467603,598.1,6.2,3.3,51.947,105.01,,,,
T,2019-08-31 06:37:53,41.959581636,-86.960411696,598.1,6.1,6.5,51.969,134.34,,,,
T,2019-08-31 06:38:04,41.959879110,-86.960351178,598.1,5.9,8.6,51.987,109.65,,,,
T,2019-08-31 06:38:14,41.960141379,-86.960293343,596.6,5.7,9.3,52.003,96.86,,,,
T,2019-08-31 06:38:17,41.960221008,-86.960269539,598.1,5.9,12.5,52.008,29.73,,,,
T,2019-08-31 06:38:28,41.960488306,-86.960184043,598.1,5.4,13.4,52.025,100.14,,,,
T,2019-08-31 06:38:36,41.960683605,-86.960125035,598.1,5.4,12.7,52.037,72.96,,,,
T,2019-08-31 06:38:47,41.960983761,-86.960115815,598.1,5.9,1.3,52.055,109.41,,,,
T,2019-08-31 06:38:58,41.961281821,-86.960067619,598.1,5.9,6.9,52.073,109.40,,,,
T,2019-08-31 06:39:09,41.961562699,-86.960013975,598.1,5.6,8.1,52.090,103.39,,,,
T,2019-08-31 06:39:21,41.961889593,-86.959989248,598.1,5.9,3.2,52.109,119.31,,,,
T,2019-08-31 06:39:33,41.962195532,-86.959918840,598.1,5.6,9.7,52.128,113.12,,,,
T,2019-08-31 06:39:44,41.962513374,-86.959907776,598.1,6.2,1.5,52.147,115.86,,,,
T,2019-08-31 06:39:58,41.962910928,-86.959939040,596.6,6.1,356.7,52.171,145.12,,,,
T,2019-08-31 06:40:07,41.963159032,-86.960002743,598.1,6.1,349.2,52.186,92.06,,,,
T,2019-08-31 06:40:18,41.963468744,-86.960072313,598.1,6.2,350.5,52.205,114.44,,,,
T,2019-08-31 06:40:27,41.963724475,-86.960106678,598.1,6.2,354.3,52.220,93.66,,,,
T,2019-08-31 06:40:37,41.964008035,-86.960157053,598.1,6.2,352.5,52.237,104.24,,,,
T,2019-08-31 06:40:48,41.964303916,-86.960149594,596.6,5.8,1.1,52.255,107.84,,,,
T,2019-08-31 06:41:00,41.964612790,-86.960136350,598.1,5.6,1.8,52.274,112.61,,,,
T,2019-08-31 06:41:11,41.964914873,-86.960150180,596.6,5.9,358.1,52.292,110.15,,,,
T,2019-08-31 06:41:22,41.965194494,-86.960099721,596.6,5.5,7.6,52.309,102.82,,,,
T,2019-08-31 06:41:36,41.965531362,-86.960016992,596.6,5.3,10.3,52.329,124.80,,,,
T,2019-08-31 06:41:48,41.965814922,-86.959951697,596.6,5.2,9.7,52.346,104.85,,,,
T,2019-08-31 06:42:00,41.966097224,-86.959913056,596.6,5.1,5.8,52.363,103.41,,,,
T,2019-08-31 06:42:10,41.966344155,-86.959838625,596.6,5.5,12.6,52.379,92.23,,,,
T,2019-08-31 06:42:16,41.966491509,-86.959819263,596.6,5.3,5.6,52.388,53.95,,,,
T,2019-08-31 06:42:25,41.966736177,-86.959764110,596.6,6.0,9.5,52.402,90.41,,,,
T,2019-08-31 06:42:38,41.967049073,-86.959657492,596.6,5.4,14.2,52.422,117.65,,,,
T,2019-08-31 06:42:48,41.967284102,-86.959591946,596.6,5.2,11.7,52.436,87.48,,,,
T,2019-08-31 06:42:58,41.967556933,-86.959585073,596.6,5.9,1.1,52.453,99.44,,,,
T,2019-08-31 06:43:10,41.967868488,-86.959555233,596.6,5.6,4.1,52.471,113.82,,,,
T,2019-08-31 06:43:22,41.968195382,-86.959601166,596.6,5.9,354.0,52.491,119.78,,,,
T,2019-08-31 06:43:32,41.968475925,-86.959604099,596.6,6.1,359.6,52.508,102.24,,,,
T,2019-08-31 06:43:44,41.968802903,-86.959599908,596.6,5.9,0.5,52.527,119.16,,,,
T,2019-08-31 06:43:54,41.969080847,-86.959571410,596.6,6.0,4.4,52.544,101.58,,,,
T,2019-08-31 06:44:07,41.969431881,-86.959531512,596.6,5.9,4.8,52.565,128.38,,,,
T,2019-08-31 06:44:18,41.969730193,-86.959485747,596.6,5.9,6.5,52.583,109.42,,,,
T,2019-08-31 06:44:30,41.970041161,-86.959444340,596.6,5.6,5.7,52.602,113.88,,,,
T,2019-08-31 06:44:43,41.970397141,-86.959439563,596.6,5.9,0.6,52.623,129.73,,,,
T,2019-08-31 06:44:55,41.970741469,-86.959434869,596.6,6.2,0.6,52.644,125.48,,,,
T,2019-08-31 06:45:06,41.971052187,-86.959443334,596.6,6.1,358.8,52.663,113.25,,,,
T,2019-08-31 06:45:20,41.971419985,-86.959402766,596.6,5.7,4.7,52.685,134.48,,,,
T,2019-08-31 06:45:33,41.971777640,-86.959393043,595.0,5.9,1.2,52.706,130.36,,,,
T,2019-08-31 06:45:44,41.972069163,-86.959365718,595.0,5.7,4.0,52.724,106.49,,,,
T,2019-08-31 06:45:57,41.972413659,-86.959338980,596.6,5.7,3.3,52.744,125.75,,,,
T,2019-08-31 06:46:06,41.972636199,-86.959328502,595.0,5.3,2.0,52.758,81.15,,,,
T,2019-08-31 06:46:16,41.972908108,-86.959315762,596.6,5.9,2.0,52.774,99.15,,,,
T,2019-08-31 06:46:28,41.973240869,-86.959319869,596.6,6.0,359.5,52.794,121.27,,,,
T,2019-08-31 06:46:37,41.973490901,-86.959313834,596.6,6.0,1.0,52.809,91.13,,,,
T,2019-08-31 06:46:38,41.973518729,-86.959315594,596.6,6.0,357.3,52.811,10.15,,,,
T,2019-08-31 06:46:46,41.973729366,-86.959309392,596.6,5.7,1.3,52.823,76.78,,,,
T,2019-08-31 06:46:59,41.974047292,-86.959288018,596.6,5.3,2.9,52.842,116.00,,,,
T,2019-08-31 06:47:12,41.974402685,-86.959254909,595.0,5.9,4.0,52.864,129.82,,,,
T,2019-08-31 06:47:15,41.974487007,-86.959243761,595.0,6.1,5.6,52.869,30.88,,,,
T,2019-08-31 06:47:26,41.974771572,-86.959246695,595.0,5.6,359.6,52.886,103.70,,,,
