type,time,latitude,longitude,altitude (ft),speed (kt),course,distance (nmi),distance_interval (ft),eos,color,name,desc
T,2019-09-01 15:16:25,42.060510060,-86.725177607,602.9,6.2,250.4,107.012,166.20,,,,
T,2019-09-01 15:16:38,42.060388606,-86.725682532,602.9,6.6,252.0,107.036,144.09,,,,
T,2019-09-01 15:16:55,42.060269583,-86.726320395,602.9,6.2,255.9,107.065,178.57,,,,
T,2019-09-01 15:17:10,42.060122481,-86.726903273,604.4,6.6,251.2,107.093,167.12,,,,
T,2019-09-01 15:17:22,42.060010331,-86.727364194,602.9,6.5,251.9,107.114,131.67,,,,
T,2019-09-01 15:17:37,42.059867084,-86.727941455,602.9,6.5,251.5,107.142,165.23,,,,
T,2019-09-01 15:17:39,42.059851158,-86.728000883,527.2,5.1,250.2,107.144,17.15,,,,
T,2019-09-01 15:17:40,42.059841352,-86.728029801,617.1,5.1,245.5,107.146,8.63,,,,
T,2019-09-01 15:17:41,42.059833975,-86.728065759,613.9,6.0,254.6,107.147,10.13,,,,
T,2019-09-01 15:17:51,42.059719143,-86.728414949,602.9,6.1,246.1,107.165,103.65,,,,
T,2019-09-01 15:18:05,42.059551757,-86.728927502,602.9,6.4,246.3,107.190,151.97,,,,
T,2019-09-01 15:18:16,42.059435165,-86.729328996,601.3,6.3,248.6,107.209,117.02,,,,
T,2019-09-01 15:18:33,42.059274316,-86.729963170,601.3,6.3,251.1,107.239,181.92,,,,
T,2019-09-01 15:18:50,42.059097206,-86.730615618,601.3,6.6,249.9,107.270,188.57,,,,
T,2019-09-01 15:19:05,42.058938369,-86.731169494,602.9,6.4,248.9,107.296,161.17,,,,
T,2019-09-01 15:19:21,42.058766205,-86.731764106,601.3,6.4,248.7,107.325,173.24,,,,
T,2019-09-01 15:19:35,42.058664449,-86.732238522,601.3,5.7,253.9,107.347,134.07,,,,
T,2019-09-01 15:19:50,42.058515083,-86.732764989,601.3,6.0,249.1,107.372,152.98,,,,
T,2019-09-01 15:20:08,42.058330597,-86.733408216,599.7,6.2,248.9,107.403,187.17,,,,
T,2019-09-01 15:20:27,42.058147117,-86.734049348,599.7,5.8,248.9,107.434,186.51,,,,
T,2019-09-01 15:20:44,42.057978390,-86.734593753,598.1,5.6,247.3,107.460,160.12,,,,
T,2019-09-01 15:20:58,42.057841346,-86.735011675,598.1,5.2,246.2,107.480,124.00,,,,
T,2019-09-01 15:21:15,42.057645209,-86.735547529,598.1,5.7,243.8,107.507,162.13,,,,
T,2019-09-01 15:21:31,42.057443708,-86.736079864,598.1,6.0,243.0,107.534,162.15,,,,
T,2019-09-01 15:21:49,42.057258217,-86.736670453,599.7,5.7,247.1,107.562,174.05,,,,
T,2019-09-01 15:22:05,42.057086639,-86.737227514,599.7,6.1,247.5,107.589,163.70,,,,
T,2019-09-01 15:22:21,42.056942051,-86.737756496,598.1,5.7,249.8,107.614,153.02,,,,
T,2019-09-01 15:22:39,42.056765947,-86.738391509,598.1,6.1,249.5,107.645,184.01,,,,
T,2019-09-01 15:22:56,42.056610631,-86.738966592,596.6,5.8,250.0,107.672,166.12,,,,
T,2019-09-01 15:23:13,42.056439305,-86.739556594,598.1,6.0,248.6,107.700,171.97,,,,
T,2019-09-01 15:23:28,42.056297064,-86.740081301,596.6,6.0,249.9,107.725,151.63,,,,
T,2019-09-01 15:23:44,42.056165803,-86.740591843,596.6,5.4,250.9,107.749,146.67,,,,
T,2019-09-01 15:23:57,42.056056587,-86.740980009,595.0,5.1,249.2,107.768,112.68,,,,
T,2019-09-01 15:24:11,42.055936558,-86.741390135,596.6,5.1,248.5,107.788,119.66,,,,
T,2019-09-01 15:24:26,42.055784846,-86.741853822,598.1,5.4,246.2,107.810,137.53,,,,
T,2019-09-01 15:24:41,42.055666577,-86.742340643,599.7,5.5,251.9,107.833,139.06,,,,
T,2019-09-01 15:24:55,42.055544956,-86.742742555,599.7,5.0,247.8,107.853,117.81,,,,
T,2019-09-01 15:25:07,42.055430962,-86.743098116,601.3,5.2,246.6,107.870,105.12,,,,
T,2019-09-01 15:25:21,42.055295845,-86.743518384,599.7,5.3,246.6,107.890,124.31,,,,
T,2019-09-01 15:25:39,42.055095267,-86.744092964,599.7,5.7,244.8,107.919,172.32,,,,
T,2019-09-01 15:25:55,42.054929640,-86.744594369,599.7,5.5,246.0,107.943,148.95,,,,
T,2019-09-01 15:26:10,42.054774491,-86.745079178,599.7,5.7,246.7,107.967,143.29,,,,
T,2019-09-01 15:26:25,42.054636944,-86.745591648,599.7,5.8,250.1,107.991,147.93,,,,
T,2019-09-01 15:26:39,42.054523705,-86.746067321,599.7,5.7,252.2,108.014,135.62,,,,
T,2019-09-01 15:26:54,42.054380039,-86.746572163,599.7,5.8,249.0,108.038,146.76,,,,
T,2019-09-01 15:27:09,42.054240396,-86.747106342,599.7,6.1,250.6,108.063,153.74,,,,
T,2019-09-01 15:27:27,42.054148279,-86.747768009,601.3,6.0,259.4,108.093,182.81,,,,
T,2019-09-01 15:27:45,42.054086421,-86.748380307,601.3,5.5,262.3,108.121,167.81,,,,
T,2019-09-01 15:28:01,42.053987347,-86.748912139,601.3,5.5,255.9,108.145,148.88,,,,
T,2019-09-01 15:28:19,42.053837394,-86.749534579,601.3,5.8,252.0,108.174,177.66,,,,
T,2019-09-01 15:28:35,42.053683251,-86.750103207,602.9,6.1,249.9,108.201,164.33,,,,
T,2019-09-01 15:28:48,42.053554589,-86.750555076,601.3,6.0,249.0,108.223,131.38,,,,
T,2019-09-01 15:29:01,42.053437326,-86.751013566,601.3,6.0,251.0,108.245,131.65,,,,
T,2019-09-01 15:29:17,42.053298103,-86.751595521,601.3,6.1,252.1,108.272,166.00,,,,
T,2019-09-01 15:29:33,42.053167848,-86.752193319,601.3,6.3,253.6,108.300,169.15,,,,
T,2019-09-01 15:29:50,42.053057961,-86.752848364,601.3,6.4,257.3,108.330,182.36,,,,
T,2019-09-01 15:30:07,42.052950589,-86.753524784,601.3,6.5,257.9,108.361,187.83,,,,
T,2019-09-01 15:30:22,42.052805917,-86.754085701,601.3,6.4,250.8,108.387,161.21,,,,
T,2019-09-01 15:30:39,42.052626377,-86.754680565,601.3,6.1,247.9,108.416,174.31,,,,
T,2019-09-01 15:30:54,42.052513305,-86.755208373,599.7,5.9,253.9,108.441,149.16,,,,
T,2019-09-01 15:31:08,42.052389002,-86.755680526,601.3,5.8,250.5,108.463,136.00,,,,
T,2019-09-01 15:31:23,42.052249443,-86.756173801,601.3,5.7,249.1,108.487,143.30,,,,
T,2019-09-01 15:31:40,42.052083481,-86.756751565,601.3,5.9,248.9,108.514,168.17,,,,
T,2019-09-01 15:31:55,42.051939648,-86.757276189,601.3,6.0,249.7,108.539,151.82,,,,
T,2019-09-01 15:32:16,42.051766729,-86.757931067,601.3,5.3,250.4,108.570,188.70,,,,
T,2019-09-01 15:32:29,42.051655166,-86.758345719,601.3,5.5,250.1,108.590,119.73,,,,
T,2019-09-01 15:32:43,42.051524241,-86.758778309,601.3,5.4,247.8,108.611,126.81,,,,
T,2019-09-01 15:32:56,42.051393986,-86.759210313,601.3,5.8,247.9,108.632,126.57,,,,
T,2019-09-01 15:33:10,42.051252667,-86.759688165,602.9,5.9,248.3,108.655,139.63,,,,
T,2019-09-01 15:33:26,42.051079748,-86.760272300,602.9,6.3,248.3,108.683,170.71,,,,
T,2019-09-01 15:33:43,42.050918732,-86.760877306,602.9,6.1,250.3,108.711,174.48,,,,
T,2019-09-01 15:33:58,42.050762745,-86.761398995,602.9,6.0,248.1,108.737,152.67,,,,
T,2019-09-01 15:34:13,42.050621929,-86.761896126,602.9,5.7,249.1,108.760,144.45,,,,
T,2019-09-01 15:34:28,42.050477257,-86.762408260,602.9,5.9,249.2,108.785,148.75,,,,
T,2019-09-01 15:34:43,42.050317498,-86.762919473,604.4,5.9,247.2,108.810,150.56,,,,
T,2019-09-01 15:34:58,42.050170228,-86.763424817,602.9,5.8,248.6,108.834,147.37,,,,
T,2019-09-01 15:35:16,42.049987921,-86.764024627,602.9,5.8,247.7,108.863,175.94,,,,
T,2019-09-01 15:35:30,42.049846603,-86.764512286,602.9,6.0,248.7,108.886,142.11,,,,
T,2019-09-01 15:35:48,42.049658513,-86.765158111,602.9,6.2,248.6,108.917,188.33,,,,
T,2019-09-01 15:36:03,42.049508644,-86.765670832,602.9,5.9,248.5,108.942,149.59,,,,
T,2019-09-01 15:36:17,42.049379144,-86.766123706,602.9,5.6,248.9,108.964,131.75,,,,
T,2019-09-01 15:36:31,42.049249057,-86.766551686,602.9,5.3,247.7,108.984,125.54,,,,
T,2019-09-01 15:36:48,42.049106648,-86.767065665,601.3,5.2,249.5,109.009,148.94,,,,
T,2019-09-01 15:37:07,42.048912020,-86.767712664,601.3,5.9,247.9,109.040,189.51,,,,
T,2019-09-01 15:37:23,42.048746478,-86.768242484,601.3,5.8,247.2,109.066,156.04,,,,
T,2019-09-01 15:37:41,42.048561657,-86.768851848,601.3,5.9,247.8,109.095,178.69,,,,
T,2019-09-01 15:37:54,42.048465349,-86.769326683,601.3,6.1,254.7,109.117,133.66,,,,
T,2019-09-01 15:38:10,42.048334926,-86.769887349,601.3,5.9,252.6,109.143,159.53,,,,
T,2019-09-01 15:38:26,42.048191093,-86.770422785,601.3,5.7,250.1,109.169,154.59,,,,
T,2019-09-01 15:38:42,42.048042314,-86.770955371,601.3,5.7,249.4,109.194,154.48,,,,
T,2019-09-01 15:38:55,42.047908623,-86.771373544,601.3,5.6,246.7,109.214,123.59,,,,
T,2019-09-01 15:39:12,42.047749283,-86.771920295,604.4,5.6,248.6,109.241,159.46,,,,
T,2019-09-01 15:39:23,42.047654735,-86.772287758,599.7,5.7,250.9,109.258,105.59,,,,
T,2019-09-01 15:39:37,42.047532778,-86.772707021,595.0,5.2,248.6,109.278,122.24,,,,
T,2019-09-01 15:39:53,42.047409061,-86.773217479,595.0,5.4,251.9,109.302,145.80,,,,
T,2019-09-01 15:39:58,42.047366984,-86.773380674,601.3,5.6,250.9,109.310,46.90,,,,
T,2019-09-01 15:40:06,42.047278639,-86.773655433,606.0,6.0,246.6,109.323,81.28,,,,
T,2019-09-01 15:40:19,42.047156515,-86.774085593,601.3,5.7,249.1,109.344,125.03,,,,
T,2019-09-01 15:40:27,42.047067499,-86.774355406,593.4,5.9,246.0,109.357,80.14,,,,
T,2019-09-01 15:40:43,42.046923162,-86.774905091,593.4,5.9,250.5,109.383,158.30,,,,
T,2019-09-01 15:40:50,42.046856945,-86.775145903,604.4,5.9,249.7,109.395,69.72,,,,
T,2019-09-01 15:40:51,42.046845965,-86.775180269,602.9,6.0,246.7,109.396,10.16,,,,
T,2019-09-01 15:41:05,42.046706658,-86.775649237,599.7,5.8,248.2,109.419,137.12,,,,
T,2019-09-01 15:41:21,42.046587467,-86.776132621,598.1,5.1,251.6,109.442,138.30,,,,
T,2019-09-01 15:41:36,42.046456374,-86.776576610,601.3,5.1,248.3,109.463,129.71,,,,
T,2019-09-01 15:41:56,42.046293598,-86.777192093,601.3,5.3,250.4,109.492,177.39,,,,
T,2019-09-01 15:42:14,42.046149177,-86.777707078,606.0,4.9,249.3,109.517,149.45,,,,
T,2019-09-01 15:42:33,42.046009619,-86.778225582,606.0,4.7,250.1,109.541,149.74,,,,
T,2019-09-01 15:42:48,42.045924459,-86.778611904,602.9,4.3,253.5,109.559,109.43,,,,
T,2019-09-01 15:43:03,42.045841059,-86.779052122,602.9,4.9,255.7,109.580,123.38,,,,
T,2019-09-01 15:43:18,42.045710552,-86.779499464,604.4,5.2,248.6,109.601,130.49,,,,
T,2019-09-01 15:43:33,42.045588009,-86.779969353,604.4,5.3,250.6,109.623,135.22,,,,
T,2019-09-01 15:43:48,42.045469489,-86.780476039,604.4,5.7,252.5,109.647,144.25,,,,
T,2019-09-01 15:44:05,42.045296486,-86.781094540,606.0,6.3,249.4,109.677,179.44,,,,
T,2019-09-01 15:44:18,42.045213254,-86.781499134,606.0,5.2,254.5,109.695,114.01,,,,
T,2019-09-01 15:44:33,42.045108900,-86.781977238,604.4,5.3,253.6,109.718,135.32,,,,
T,2019-09-01 15:44:48,42.044975627,-86.782475710,606.0,5.7,250.2,109.741,143.85,,,,
T,2019-09-01 15:45:05,42.044826765,-86.783059426,604.4,5.8,251.0,109.769,167.58,,,,
T,2019-09-01 15:45:22,42.044683015,-86.783664431,606.0,6.0,252.3,109.797,172.48,,,,
T,2019-09-01 15:45:37,42.044557370,-86.784139853,606.0,5.4,250.4,109.820,137.02,,,,
T,2019-09-01 15:45:55,42.044424517,-86.784690209,604.4,5.2,252.0,109.846,157.14,,,,
T,2019-09-01 15:46:09,42.044307757,-86.785148196,604.4,5.6,251.1,109.867,131.48,,,,
T,2019-09-01 15:46:23,42.044188734,-86.785609704,606.0,5.6,250.8,109.889,132.65,,,,
T,2019-09-01 15:46:35,42.044111369,-86.785981776,606.0,5.2,254.4,109.907,104.93,,,,
T,2019-09-01 15:46:47,42.044015899,-86.786376312,606.0,5.6,252.0,109.925,112.67,,,,
T,2019-09-01 15:47:02,42.043904420,-86.786875874,604.4,5.6,253.3,109.948,141.65,,,,
T,2019-09-01 15:47:16,42.043846836,-86.787297316,604.4,4.9,259.6,109.968,116.39,,,,
T,2019-09-01 15:47:31,42.043731585,-86.787741808,604.4,5.0,250.8,109.989,127.84,,,,
T,2019-09-01 15:47:46,42.043623291,-86.788225947,604.4,5.4,253.2,110.011,137.30,,,,
T,2019-09-01 15:48:05,42.043449450,-86.788880322,604.4,5.9,250.3,110.042,188.70,,,,
T,2019-09-01 15:48:23,42.043276532,-86.789469402,606.0,5.7,248.4,110.071,171.98,,,,
T,2019-09-01 15:48:38,42.043137308,-86.790000396,606.0,6.0,250.6,110.096,152.90,,,,
T,2019-09-01 15:48:53,42.042990960,-86.790544633,606.0,6.2,250.1,110.122,157.16,,,,
T,2019-09-01 15:49:09,42.042936059,-86.791087361,604.4,5.5,262.2,110.146,148.78,,,,
T,2019-09-01 15:49:25,42.042837404,-86.791613325,604.4,5.5,255.8,110.170,147.33,,,,
T,2019-09-01 15:49:40,42.042726427,-86.792101404,604.4,5.5,253.0,110.193,138.61,,,,
T,2019-09-01 15:49:54,42.042647805,-86.792564336,602.9,5.5,257.1,110.214,128.97,,,,
T,2019-09-01 15:50:08,42.042575721,-86.793023245,604.4,5.4,258.1,110.235,127.40,,,,
T,2019-09-01 15:50:23,42.042483184,-86.793521047,606.0,5.5,255.9,110.258,139.36,,,,
T,2019-09-01 15:50:37,42.042365754,-86.794047682,606.0,6.3,253.3,110.283,149.32,,,,
T,2019-09-01 15:50:50,42.042229800,-86.794545483,606.0,6.6,249.8,110.306,144.01,,,,
T,2019-09-01 15:51:05,42.042128965,-86.795112686,606.0,6.3,256.5,110.333,158.40,,,,
T,2019-09-01 15:51:21,42.041955795,-86.795727750,607.6,6.6,249.2,110.362,178.60,,,,
T,2019-09-01 15:51:38,42.041845070,-86.796403918,607.6,6.6,257.6,110.393,188.06,,,,
T,2019-09-01 15:51:54,42.041756893,-86.797046810,606.0,6.6,259.5,110.422,177.57,,,,
T,2019-09-01 15:52:06,42.041680533,-86.797531536,524.0,6.6,258.0,110.444,134.58,,,,
T,2019-09-01 15:52:07,42.041674750,-86.797576379,607.6,7.3,260.1,110.446,12.36,,,,
T,2019-09-01 15:52:09,42.041670810,-86.797664221,615.5,7.1,266.5,110.450,23.90,,,,
T,2019-09-01 15:52:24,42.041598894,-86.798251206,607.6,6.4,260.6,110.477,161.59,,,,
T,2019-09-01 15:52:40,42.041496551,-86.798887393,607.6,6.5,257.8,110.506,176.79,,,,
T,2019-09-01 15:52:52,42.041411474,-86.799349403,607.6,6.4,256.1,110.527,129.27,,,,
T,2019-09-01 15:53:09,42.041260433,-86.799984332,607.6,6.3,252.2,110.557,181.04,,,,
T,2019-09-01 15:53:24,42.041116515,-86.800526893,606.0,6.2,250.3,110.583,156.44,,,,
T,2019-09-01 15:53:41,42.040959606,-86.801140532,606.0,6.1,251.0,110.612,176.23,,,,
T,2019-09-01 15:53:57,42.040853240,-86.801757356,606.0,6.4,256.9,110.640,171.98,,,,
T,2019-09-01 15:54:13,42.040761877,-86.802378036,606.0,6.4,258.8,110.668,171.86,,,,
T,2019-09-01 15:54:30,42.040656433,-86.803018330,606.0,6.2,257.5,110.698,178.13,,,,
T,2019-09-01 15:54:49,42.040516036,-86.803684272,604.4,5.9,254.2,110.729,188.00,,,,
T,2019-09-01 15:55:09,42.040326269,-86.804476781,606.0,6.7,252.1,110.766,226.12,,,,
T,2019-09-01 15:55:23,42.040238762,-86.804984724,606.0,6.0,256.9,110.789,141.62,,,,
T,2019-09-01 15:55:38,42.040146729,-86.805522926,604.4,5.9,257.0,110.814,150.00,,,,
T,2019-09-01 15:55:49,42.040071459,-86.805889131,604.4,5.6,254.5,110.831,103.19,,,,
T,2019-09-01 15:56:07,42.039912371,-86.806535795,604.4,6.1,251.7,110.861,184.99,,,,
T,2019-09-01 15:56:22,42.039779853,-86.807094533,606.0,6.3,252.3,110.887,159.28,,,,
T,2019-09-01 15:56:38,42.039628560,-86.807689732,607.6,6.3,251.1,110.916,170.83,,,,
T,2019-09-01 15:56:52,42.039485481,-86.808220642,606.0,6.5,250.1,110.941,153.36,,,,
T,2019-09-01 15:57:08,42.039391100,-86.808853727,604.4,6.5,258.7,110.970,175.38,,,,
T,2019-09-01 15:57:22,42.039305018,-86.809385810,604.4,6.3,257.7,110.994,147.91,,,,
T,2019-09-01 15:57:36,42.039227989,-86.809883695,604.4,5.8,258.2,111.017,138.13,,,,
T,2019-09-01 15:57:52,42.039127406,-86.810432542,604.4,5.7,256.1,111.042,153.54,,,,
T,2019-09-01 15:58:08,42.038955744,-86.811016593,606.0,6.3,248.4,111.070,170.55,,,,
T,2019-09-01 15:58:24,42.038764888,-86.811613552,606.0,6.5,246.7,111.099,176.45,,,,
T,2019-09-01 15:58:41,42.038603537,-86.812287793,606.0,6.7,252.1,111.131,192.37,,,,
T,2019-09-01 15:58:56,42.038453668,-86.812809734,606.0,6.0,248.9,111.156,151.94,,,,
T,2019-09-01 15:59:13,42.038312014,-86.813422702,604.4,6.1,252.7,111.184,174.33,,,,
T,2019-09-01 15:59:28,42.038190560,-86.813920839,604.4,5.6,251.8,111.208,142.38,,,,
T,2019-09-01 15:59:45,42.038071454,-86.814487539,602.9,5.6,254.2,111.234,159.95,,,,
T,2019-09-01 16:00:00,42.037929129,-86.815026831,604.4,6.1,250.4,111.260,155.41,,,,
T,2019-09-01 16:00:14,42.037791414,-86.815517927,602.9,6.0,249.3,111.283,142.54,,,,
T,2019-09-01 16:00:31,42.037609108,-86.816117484,602.9,6.1,247.7,111.312,175.90,,,,
T,2019-09-01 16:00:43,42.037499053,-86.816531550,602.9,5.9,250.3,111.332,119.42,,,,
T,2019-09-01 16:01:01,42.037335187,-86.817124905,602.9,5.7,249.6,111.360,171.90,,,,
T,2019-09-01 16:01:15,42.037219768,-86.817596722,602.9,5.7,251.8,111.382,134.90,,,,
T,2019-09-01 16:01:31,42.037074929,-86.818178091,602.9,6.2,251.5,111.410,166.52,,,,
T,2019-09-01 16:01:46,42.036992619,-86.818743367,602.9,6.2,258.9,111.436,156.47,,,,
T,2019-09-01 16:01:58,42.036944507,-86.819164222,601.3,5.7,261.2,111.455,115.67,,,,
T,2019-09-01 16:02:17,42.036880134,-86.819801331,601.3,5.4,262.3,111.483,174.66,,,,
T,2019-09-01 16:02:31,42.036824143,-86.820258563,601.3,5.3,260.6,111.504,125.88,,,,
T,2019-09-01 16:02:44,42.036788436,-86.820659889,601.3,5.0,263.2,111.522,109.80,,,,
T,2019-09-01 16:02:58,42.036744012,-86.821098430,599.7,5.1,262.2,111.542,120.23,,,,
T,2019-09-01 16:03:12,42.036683997,-86.821543593,601.3,5.2,259.7,111.562,122.90,,,,
T,2019-09-01 16:03:26,42.036612583,-86.822014321,601.3,5.5,258.5,111.584,130.50,,,,
T,2019-09-01 16:03:43,42.036524238,-86.822591666,601.3,5.6,258.4,111.610,160.11,,,,
T,2019-09-01 16:03:58,42.036461206,-86.823151661,601.3,6.1,261.4,111.635,153.86,,,,
T,2019-09-01 16:04:12,42.036386188,-86.823656419,601.3,5.9,258.7,111.658,139.82,,,,
T,2019-09-01 16:04:29,42.036267417,-86.824311130,601.3,6.4,256.3,111.688,183.05,,,,
T,2019-09-01 16:04:48,42.036183849,-86.825015126,601.3,6.0,260.9,111.720,193.66,,,,
T,2019-09-01 16:05:05,42.036031131,-86.825641757,601.3,6.2,251.8,111.750,179.10,,,,
T,2019-09-01 16:05:18,42.035916885,-86.826124219,599.7,6.3,252.3,111.772,137.52,,,,
T,2019-09-01 16:05:35,42.035744134,-86.826748168,599.7,6.3,249.6,111.802,180.82,,,,
T,2019-09-01 16:05:50,42.035611616,-86.827296261,599.7,6.2,252.0,111.828,156.53,,,,
T,2019-09-01 16:06:05,42.035473902,-86.827876037,599.7,6.5,252.3,111.855,165.31,,,,
T,2019-09-01 16:06:19,42.035350772,-86.828389931,599.7,6.2,252.1,111.879,146.64,,,,
T,2019-09-01 16:06:34,42.035219176,-86.828958979,599.7,6.4,252.7,111.906,161.86,,,,
T,2019-09-01 16:06:54,42.035031840,-86.829678146,599.7,6.1,250.7,111.940,206.96,,,,
T,2019-09-01 16:07:06,42.034900496,-86.830090200,599.7,6.0,246.8,111.960,121.75,,,,
T,2019-09-01 16:07:19,42.034786502,-86.830534274,599.7,5.8,250.9,111.981,127.59,,,,
T,2019-09-01 16:07:35,42.034628168,-86.831127461,599.7,6.3,250.2,112.009,171.17,,,,
T,2019-09-01 16:07:48,42.034502439,-86.831582095,599.7,6.0,249.6,112.031,131.74,,,,
T,2019-09-01 16:08:06,42.034315439,-86.832291624,599.7,6.7,250.5,112.064,204.45,,,,
T,2019-09-01 16:08:19,42.034182334,-86.832770817,599.7,6.3,249.5,112.087,138.93,,,,
T,2019-09-01 16:08:34,42.034037411,-86.833348246,599.7,6.5,251.3,112.115,165.52,,,,
T,2019-09-01 16:08:49,42.033904810,-86.833919221,599.7,6.4,252.6,112.141,162.47,,,,
T,2019-09-01 16:09:04,42.033781763,-86.834452394,598.1,6.0,252.7,112.166,151.63,,,,
T,2019-09-01 16:09:17,42.033668607,-86.834937707,598.1,6.3,252.6,112.189,138.15,,,,
T,2019-09-01 16:09:33,42.033512034,-86.835548161,599.7,6.5,250.9,112.218,175.39,,,,
T,2019-09-01 16:09:51,42.033359902,-86.836255342,598.1,6.6,253.8,112.251,199.96,,,,
T,2019-09-01 16:10:06,42.033213805,-86.836836962,598.1,6.6,251.3,112.278,166.74,,,,
T,2019-09-01 16:10:22,42.033048011,-86.837462000,598.1,6.7,250.3,112.308,180.24,,,,
T,2019-09-01 16:10:36,42.032931168,-86.837978661,598.1,6.2,253.1,112.332,146.68,,,,
T,2019-09-01 16:10:50,42.032781467,-86.838515270,598.1,6.6,249.4,112.358,155.66,,,,
T,2019-09-01 16:11:05,42.032716423,-86.839085491,596.6,6.2,261.3,112.383,156.72,,,,
T,2019-09-01 16:11:22,42.032610392,-86.839692760,596.6,5.9,256.8,112.411,169.45,,,,
T,2019-09-01 16:11:35,42.032556580,-86.840145132,596.6,5.7,260.9,112.432,124.46,,,,
T,2019-09-01 16:11:49,42.032451471,-86.840650979,598.1,6.0,254.4,112.455,142.67,,,,
T,2019-09-01 16:12:01,42.032401347,-86.841088431,598.1,5.9,261.2,112.475,120.24,,,,
T,2019-09-01 16:12:16,42.032323815,-86.841612887,598.1,5.7,258.7,112.499,145.26,,,,
T,2019-09-01 16:12:33,42.032223987,-86.842216384,596.6,5.9,257.4,112.527,167.95,,,,
T,2019-09-01 16:12:48,42.032157183,-86.842733547,598.1,5.6,260.1,112.550,142.60,,,,
T,2019-09-01 16:13:01,42.032070514,-86.843182314,598.1,5.7,255.4,112.571,125.95,,,,
T,2019-09-01 16:13:16,42.031963561,-86.843711967,598.1,5.9,254.8,112.595,149.08,,,,
T,2019-09-01 16:13:29,42.031852920,-86.844212450,599.7,6.5,253.4,112.619,141.83,,,,
T,2019-09-01 16:13:41,42.031742027,-86.844729362,598.1,7.2,253.9,112.643,146.14,,,,
T,2019-09-01 16:13:56,42.031620909,-86.845308132,599.7,6.5,254.3,112.670,163.32,,,,
T,2019-09-01 16:14:13,42.031485038,-86.845919425,598.1,6.0,253.3,112.698,173.30,,,,
T,2019-09-01 16:14:30,42.031380432,-86.846514875,598.1,5.8,256.7,112.726,166.21,,,,
T,2019-09-01 16:14:42,42.031346904,-86.846930617,598.1,5.6,263.8,112.744,113.61,,,,
T,2019-09-01 16:14:55,42.031280938,-86.847360777,598.1,5.4,258.3,112.764,119.32,,,,
T,2019-09-01 16:15:10,42.031170381,-86.847920185,598.1,6.2,255.1,112.790,157.23,,,,
T,2019-09-01 16:15:27,42.031008694,-86.848603897,598.1,6.8,252.3,112.822,194.88,,,,
T,2019-09-01 16:15:42,42.030898556,-86.849251650,598.1,7.1,257.1,112.852,180.51,,,,
T,2019-09-01 16:15:58,42.030808032,-86.849881886,598.1,6.5,259.1,112.880,174.38,,,,
T,2019-09-01 16:16:11,42.030761093,-86.850362085,598.1,6.0,262.5,112.902,131.58,,,,
T,2019-09-01 16:16:28,42.030719351,-86.850999528,596.6,6.1,265.0,112.930,173.85,,,,
T,2019-09-01 16:16:45,42.030704180,-86.851679468,598.1,6.4,268.3,112.961,184.82,,,,
T,2019-09-01 16:17:01,42.030647350,-86.852290006,598.1,6.2,262.9,112.988,167.16,,,,
T,2019-09-01 16:17:12,42.030656990,-86.852642046,596.6,5.2,272.1,113.004,95.71,,,,
T,2019-09-01 16:17:24,42.030574009,-86.853089975,598.1,6.2,256.0,113.025,125.40,,,,
T,2019-09-01 16:17:39,42.030444173,-86.853631362,598.1,6.1,252.1,113.050,154.51,,,,
T,2019-09-01 16:17:52,42.030296149,-86.854147939,598.1,6.9,248.9,113.075,150.36,,,,
T,2019-09-01 16:18:05,42.030167067,-86.854643980,598.1,6.5,250.7,113.098,142.74,,,,
T,2019-09-01 16:18:21,42.030004794,-86.855284441,598.1,6.8,251.2,113.129,183.78,,,,
T,2019-09-01 16:18:36,42.029891219,-86.855865894,598.1,6.5,255.3,113.156,163.31,,,,
T,2019-09-01 16:18:49,42.029781919,-86.856407197,598.1,6.9,254.8,113.181,152.37,,,,
T,2019-09-01 16:19:07,42.029626854,-86.857117815,598.1,6.6,253.6,113.214,201.17,,,,
T,2019-09-01 16:19:23,42.029505484,-86.857721647,596.6,6.3,254.9,113.242,169.92,,,,
T,2019-09-01 16:19:39,42.029361231,-86.858341908,598.1,6.5,252.6,113.271,176.53,,,,
T,2019-09-01 16:19:54,42.029278586,-86.858926965,598.1,6.4,259.2,113.297,161.79,,,,
T,2019-09-01 16:20:08,42.029199880,-86.859422252,598.1,5.8,257.9,113.320,137.59,,,,
T,2019-09-01 16:20:24,42.029087395,-86.859994568,598.1,6.0,255.2,113.347,160.81,,,,
T,2019-09-01 16:20:43,42.028922439,-86.860721028,599.7,6.4,253.0,113.380,206.33,,,,
T,2019-09-01 16:20:59,42.028793357,-86.861428125,599.7,7.3,256.2,113.413,197.79,,,,
T,2019-09-01 16:21:16,42.028702414,-86.862089541,602.9,6.4,259.5,113.443,182.74,,,,
T,2019-09-01 16:21:33,42.028649272,-86.862706617,599.7,5.9,263.4,113.471,168.77,,,,
T,2019-09-01 16:21:50,42.028615074,-86.863295529,599.7,5.6,265.5,113.497,160.49,,,,
T,2019-09-01 16:22:06,42.028536117,-86.863917801,598.1,6.4,260.3,113.526,171.50,,,,
T,2019-09-01 16:22:21,42.028475851,-86.864516269,599.7,6.5,262.3,113.553,164.08,,,,
T,2019-09-01 16:22:36,42.028433355,-86.865080791,599.7,6.1,264.2,113.578,154.16,,,,
