type,time,latitude,longitude,altitude (ft),speed (kt),course,distance (nmi),distance_interval (ft),eos,color,name,desc
T,2015-11-22 12:10:20,46.340068085,6.251501413,1232.1,2.3,212.8,25.573,138.74,,,,
T,2015-11-22 12:10:51,46.339761727,6.251203101,1232.1,2.6,213.9,25.595,134.76,,,,
T,2015-11-22 12:11:20,46.339424104,6.250854246,1232.1,3.1,215.5,25.620,151.41,,,,
T,2015-11-22 12:11:47,46.339037530,6.250507152,1230.5,3.6,211.8,25.648,166.02,,,,
T,2015-11-22 12:12:16,46.338567725,6.250140443,1232.1,4.0,208.3,25.680,194.77,,,,
T,2015-11-22 12:12:47,46.338005634,6.249660580,1232.1,4.6,210.5,25.719,238.14,,,,
T,2015-11-22 12:13:19,46.337404484,6.249202760,1232.1,4.6,207.7,25.760,247.86,,,,
T,2015-11-22 12:13:50,46.336820601,6.248709569,1232.1,4.7,210.2,25.800,246.70,,,,
T,2015-11-22 12:14:13,46.336412569,6.248381250,1233.6,4.4,209.1,25.828,170.36,,,,
T,2015-11-22 12:14:44,46.335869087,6.247908845,1235.2,4.4,211.0,25.866,231.35,,,,
T,2015-11-22 12:15:22,46.335236337,6.247317418,1235.2,4.3,212.8,25.912,274.90,,,,
T,2015-11-22 12:15:53,46.334643317,6.246806877,1235.2,4.8,210.7,25.953,251.80,,,,
T,2015-11-22 12:16:20,46.334109977,6.246357607,1235.2,4.9,210.2,25.990,225.19,,,,
T,2015-11-22 12:16:46,46.333531290,6.245900877,1235.2,5.5,208.6,26.030,240.52,,,,
T,2015-11-22 12:17:14,46.332929386,6.245427299,1235.2,5.3,208.5,26.071,249.99,,,,
T,2015-11-22 12:17:41,46.332382131,6.244935365,1235.2,5.2,211.8,26.109,235.11,,,,
T,2015-11-22 12:18:11,46.331804870,6.244463800,1235.2,4.8,209.4,26.149,241.89,,,,
T,2015-11-22 12:18:42,46.331129875,6.243888969,1235.2,5.5,210.5,26.196,285.80,,,,
T,2015-11-22 12:19:09,46.330512883,6.243370716,1235.2,5.7,210.1,26.239,260.33,,,,
T,2015-11-22 12:19:36,46.329868566,6.242841650,1236.8,5.9,209.6,26.284,270.33,,,,
T,2015-11-22 12:20:05,46.329210419,6.242297497,1235.2,5.7,209.7,26.329,276.60,,,,
T,2015-11-22 12:20:35,46.328529390,6.241778322,1236.8,5.5,207.8,26.375,280.87,,,,
T,2015-11-22 12:21:04,46.327889012,6.241309103,1235.2,5.4,206.8,26.419,261.90,,,,
T,2015-11-22 12:21:31,46.327281324,6.240832256,1236.8,5.5,208.5,26.460,252.25,,,,
T,2015-11-22 12:21:50,46.326863989,6.240530843,1238.4,5.3,206.5,26.488,170.19,,,,
T,2015-11-22 12:22:13,46.326295193,6.240131361,1236.8,5.9,205.9,26.526,230.68,,,,
T,2015-11-22 12:22:39,46.325625731,6.239696508,1236.8,6.1,204.2,26.570,267.73,,,,
T,2015-11-22 12:23:06,46.324967332,6.239256794,1235.2,5.8,204.8,26.614,264.57,,,,
T,2015-11-22 12:23:34,46.324362326,6.238797465,1235.2,5.3,207.7,26.655,249.30,,,,
T,2015-11-22 12:24:03,46.323728571,6.238378873,1235.2,5.2,204.5,26.696,254.17,,,,
T,2015-11-22 12:24:29,46.323162289,6.237944188,1236.8,5.3,207.9,26.735,233.90,,,,
T,2015-11-22 12:24:56,46.322602797,6.237575551,1236.8,4.9,204.5,26.772,224.29,,,,
T,2015-11-22 12:25:19,46.322122766,6.237237426,1235.2,5.0,205.9,26.804,194.80,,,,
T,2015-11-22 12:25:40,46.321631502,6.236781115,1235.2,6.0,212.7,26.839,213.05,,,,
T,2015-11-22 12:26:02,46.321134456,6.236366713,1236.8,5.6,209.9,26.873,209.34,,,,
T,2015-11-22 12:26:25,46.320671607,6.235984666,1236.8,5.0,209.7,26.905,194.45,,,,
T,2015-11-22 12:26:52,46.320116473,6.235601697,1236.8,4.9,205.5,26.942,224.39,,,,
T,2015-11-22 12:27:19,46.319598723,6.235227026,1236.8,4.6,206.6,26.977,211.22,,,,
T,2015-11-22 12:27:47,46.319030430,6.234772811,1236.8,5.0,208.9,27.016,236.91,,,,
T,2015-11-22 12:28:09,46.318575377,6.234427057,1235.2,5.1,207.7,27.047,187.55,,,,
T,2015-11-22 12:28:12,46.318512512,6.234387997,1235.2,4.9,203.2,27.051,24.96,,,,
T,2015-11-22 12:28:17,46.318413355,6.234321864,1233.6,4.7,204.7,27.058,39.84,,,,
T,2015-11-22 12:28:31,46.318146307,6.234089099,1230.5,4.8,211.0,27.076,113.77,,,,
T,2015-11-22 12:28:45,46.317900550,6.233893214,1230.5,4.3,208.8,27.093,102.38,,,,
T,2015-11-22 12:29:10,46.317424960,6.233517788,1232.1,4.7,208.6,27.126,197.69,,,,
T,2015-11-22 12:29:37,46.316947360,6.233149488,1233.6,4.3,208.0,27.158,197.48,,,,
T,2015-11-22 12:29:49,46.316703446,6.232977575,1238.4,4.9,206.0,27.175,98.99,,,,
T,2015-11-22 12:30:08,46.316318298,6.232641209,1233.6,5.1,211.1,27.202,164.17,,,,
T,2015-11-22 12:30:26,46.315926611,6.232395535,1235.2,5.1,203.4,27.227,155.75,,,,
T,2015-11-22 12:30:49,46.315407939,6.232004855,1236.8,5.5,207.5,27.262,213.37,,,,
T,2015-11-22 12:31:10,46.314902846,6.231669076,1235.2,5.7,204.7,27.296,202.81,,,,
T,2015-11-22 12:31:34,46.314358860,6.231296752,1236.8,5.4,205.3,27.332,219.57,,,,
T,2015-11-22 12:32:00,46.313783694,6.230960889,1236.8,5.2,202.0,27.369,226.28,,,,
T,2015-11-22 12:32:26,46.313288575,6.230618572,1236.8,4.6,205.5,27.402,200.22,,,,
T,2015-11-22 12:32:51,46.312755067,6.230282877,1235.2,5.0,203.5,27.437,212.25,,,,
T,2015-11-22 12:33:12,46.312283333,6.229986157,1236.8,5.3,203.5,27.468,187.67,,,,
T,2015-11-22 12:33:37,46.311772540,6.229594974,1236.8,5.0,207.9,27.503,210.89,,,,
T,2015-11-22 12:34:03,46.311239954,6.229263973,1236.8,4.8,203.2,27.537,211.48,,,,
T,2015-11-22 12:34:30,46.310736621,6.228924589,1236.8,4.4,205.0,27.571,202.61,,,,
T,2015-11-22 12:34:53,46.310281400,6.228585038,1236.8,4.8,207.3,27.601,186.88,,,,
T,2015-11-22 12:35:15,46.309819641,6.228142725,1236.8,5.4,213.5,27.635,202.12,,,,
T,2015-11-22 12:35:33,46.309410939,6.227801666,1206.8,5.7,210.0,27.663,172.18,,,,
T,2015-11-22 12:35:34,46.309387721,6.227782136,1191.1,5.8,210.2,27.665,9.80,,,,
T,2015-11-22 12:35:35,46.309365090,6.227763612,1195.8,5.6,209.5,27.666,9.49,,,,
T,2015-11-22 12:35:36,46.309342124,6.227746261,1208.4,5.6,207.6,27.668,9.45,,,,
T,2015-11-22 12:35:42,46.309210947,6.227626568,1222.6,5.6,212.2,27.677,56.60,,,,
T,2015-11-22 12:35:43,46.309189238,6.227599159,1251.0,6.2,221.1,27.679,10.52,,,,
T,2015-11-22 12:35:59,46.308851698,6.227279389,1240.0,5.5,213.2,27.703,147.25,,,,
T,2015-11-22 12:36:25,46.308299163,6.226802962,1235.2,5.3,210.8,27.742,234.74,,,,
T,2015-11-22 12:36:49,46.307741431,6.226304574,1235.2,5.9,211.7,27.781,239.24,,,,
T,2015-11-22 12:37:13,46.307214126,6.225896040,1235.2,5.4,208.2,27.817,218.27,1,,,
T,2015-11-22 13:45:41,46.307109352,6.225793697,1210.0,,,27.825,46.14,,,,
T,2015-11-22 13:45:42,46.287394278,6.171087530,1210.0,9234.5,242.5,30.390,15586.07,,,,
T,2015-11-22 13:46:00,46.287355302,6.171092056,1214.7,0.5,175.4,30.392,14.26,,,,
T,2015-11-22 13:46:21,46.287305262,6.171168834,1219.5,0.8,133.3,30.396,26.64,,,,
T,2015-11-22 13:46:36,46.287254468,6.171148969,1225.8,0.8,195.1,30.400,19.19,,,,
T,2015-11-22 13:46:41,46.287261425,6.171153830,1214.7,0.3,25.8,30.400,2.82,,,,
T,2015-11-22 13:46:43,46.287268130,6.171148550,1225.8,0.8,331.4,30.401,2.79,,,,
T,2015-11-22 13:47:00,46.287251785,6.171196243,1222.6,0.5,116.4,30.403,13.45,,,,
T,2015-11-22 13:47:21,46.287205685,6.171158776,1222.6,0.5,209.3,30.406,19.30,,,,
T,2015-11-22 13:47:51,46.287245248,6.171106556,1219.5,0.4,317.6,30.409,19.56,,,,
T,2015-11-22 13:47:56,46.287244745,6.171125919,1224.2,0.6,92.2,30.410,4.90,,,,
T,2015-11-22 13:48:20,46.287233010,6.171173947,1222.6,0.3,109.5,30.412,12.87,,,,
T,2015-11-22 13:48:50,46.287239129,6.171183251,1224.2,0.1,46.4,30.413,3.24,,,,
T,2015-11-22 13:49:24,46.287241057,6.171184424,1225.8,0.0,22.8,30.413,0.76,,,,
T,2015-11-22 13:49:54,46.287234351,6.171178222,1225.8,0.1,212.6,30.413,2.91,,,,
T,2015-11-22 13:50:25,46.287222449,6.171160284,1224.2,0.1,226.2,30.414,6.28,,,,
T,2015-11-22 13:50:59,46.287208786,6.171147795,1224.2,0.1,212.3,30.415,5.90,,,,
T,2015-11-22 13:51:35,46.287194369,6.171139749,1224.2,0.1,201.1,30.416,5.64,,,,
T,2015-11-22 13:52:05,46.287192106,6.171130110,1224.2,0.1,251.2,30.417,2.57,,,,
T,2015-11-22 13:52:35,46.287194034,6.171123823,1224.2,0.0,293.9,30.417,1.74,,,,
T,2015-11-22 13:53:18,46.287200069,6.171145532,1224.2,0.1,68.1,30.418,5.91,,,,
T,2015-11-22 13:53:56,46.287190933,6.171143604,1224.2,0.1,188.3,30.418,3.37,,,,
T,2015-11-22 13:54:37,46.287196632,6.171144191,1224.2,0.0,4.1,30.419,2.08,,,,
T,2015-11-22 13:55:15,46.287198225,6.171143856,1224.2,0.0,351.7,30.419,0.59,,,,
T,2015-11-22 13:55:53,46.287196130,6.171144107,1225.8,0.0,175.3,30.419,0.77,,,,
T,2015-11-22 13:56:27,46.287214067,6.171139833,1225.8,0.1,350.6,30.420,6.63,,,,
T,2015-11-22 13:57:11,46.287213396,6.171156848,1225.8,0.1,93.3,30.421,4.31,,,,
T,2015-11-22 13:57:49,46.287209624,6.171157267,1225.8,0.0,175.6,30.421,1.38,,,,
T,2015-11-22 13:58:27,46.287216917,6.171160284,1225.8,0.0,16.0,30.421,2.77,,,,
T,2015-11-22 13:59:13,46.287223203,6.171149556,1225.8,0.0,310.3,30.422,3.55,,,,
T,2015-11-22 13:59:53,46.287228819,6.171157938,1225.8,0.0,45.9,30.423,2.95,,,,
T,2015-11-22 14:00:41,46.287194872,6.171146370,1225.8,0.2,193.2,30.425,12.72,,,,
T,2015-11-22 14:01:19,46.287214486,6.171159698,1227.3,0.1,25.2,30.426,7.91,,,,
T,2015-11-22 14:01:56,46.287235944,6.171150981,1225.8,0.1,344.3,30.427,8.13,,,,
T,2015-11-22 14:02:06,46.287251618,6.171161290,1227.3,0.4,24.4,30.428,6.28,,,,
T,2015-11-22 14:02:11,46.287270896,6.171110496,1228.9,1.7,298.8,30.431,14.64,,,,
T,2015-11-22 14:02:13,46.287269136,6.171079567,1227.3,2.3,265.3,30.432,7.85,,,,
T,2015-11-22 14:02:15,46.287269639,6.171045788,1227.3,2.5,271.2,30.433,8.54,,,,
T,2015-11-22 14:02:22,46.287264526,6.170922825,1228.9,2.6,266.6,30.439,31.14,,,,
T,2015-11-22 14:02:37,46.287269723,6.170659717,1227.3,2.6,271.6,30.449,66.55,,,,
T,2015-11-22 14:02:50,46.287266454,6.170428628,1225.8,2.7,268.8,30.459,58.44,,,,
T,2015-11-22 14:03:04,46.287265280,6.170170298,1225.8,2.8,269.6,30.470,65.31,,,,
T,2015-11-22 14:03:17,46.287259078,6.169946752,1225.8,2.6,267.7,30.479,56.56,,,,
T,2015-11-22 14:03:30,46.287258239,6.169740390,1225.8,2.4,269.7,30.488,52.17,,,,
T,2015-11-22 14:03:41,46.287270980,6.169614410,1225.8,1.7,278.3,30.493,32.19,,,,
T,2015-11-22 14:04:13,46.287271231,6.169590522,1225.8,0.1,270.9,30.494,6.04,,,,
T,2015-11-22 14:04:41,46.287279865,6.169643244,1224.2,0.3,76.7,30.496,13.70,,,,
T,2015-11-22 14:04:43,46.287279865,6.169648944,1213.1,0.4,90.0,30.497,1.44,,,,
T,2015-11-22 14:04:49,46.287281709,6.169651039,1222.6,0.1,38.1,30.497,0.86,,,,
T,2015-11-22 14:04:55,46.287280954,6.169662103,1228.9,0.3,95.6,30.497,2.81,,,,
T,2015-11-22 14:05:25,46.287293779,6.169690099,1224.2,0.2,56.5,30.499,8.48,,,,
T,2015-11-22 14:05:58,46.287299395,6.169717004,1222.6,0.1,73.2,30.500,7.10,,,,
T,2015-11-22 14:06:28,46.287306016,6.169701079,1224.2,0.1,301.0,30.500,4.70,,,,
T,2015-11-22 14:06:47,46.287299395,6.169649363,1225.8,0.4,259.5,30.503,13.30,,,,
T,2015-11-22 14:07:04,46.287502404,6.169587420,1225.8,2.6,348.1,30.515,75.67,,,,
T,2015-11-22 14:07:20,46.287659314,6.169572417,1225.8,2.1,356.2,30.525,57.35,,,,
T,2015-11-22 14:07:33,46.287669456,6.169593455,1227.3,0.3,55.1,30.526,6.48,,,,
T,2015-11-22 14:07:57,46.287658894,6.169662774,1227.3,0.4,102.4,30.529,17.94,,,,
T,2015-11-22 14:08:29,46.287601646,6.169670569,1225.8,0.4,174.6,30.532,20.97,,,,
T,2015-11-22 14:08:57,46.287604412,6.169672413,1227.3,0.0,24.7,30.532,1.11,,,,
T,2015-11-22 14:09:10,46.287605837,6.169672245,1219.5,0.0,355.4,30.532,0.52,,,,
T,2015-11-22 14:09:13,46.287621763,6.169684986,1186.3,1.3,28.9,30.533,6.64,,,,
T,2015-11-22 14:09:14,46.287619919,6.169682052,1200.5,0.6,227.7,30.534,1.00,,,,
T,2015-11-22 14:09:16,46.287634838,6.169670150,1221.0,1.8,331.1,30.535,6.22,,,,
T,2015-11-22 14:09:17,46.287639867,6.169662438,1232.1,1.6,313.3,30.535,2.68,,,,
T,2015-11-22 14:09:18,46.287641041,6.169656068,1232.1,1.0,284.9,30.535,1.67,,,,
T,2015-11-22 14:09:34,46.287656464,6.169665037,1230.5,0.2,21.9,30.536,6.06,,,,
T,2015-11-22 14:10:01,46.287654787,6.169681884,1227.3,0.1,98.2,30.537,4.30,,,,
T,2015-11-22 14:10:28,46.287640035,6.169690853,1227.3,0.1,157.2,30.538,5.84,,,,
T,2015-11-22 14:10:53,46.287622852,6.169703594,1227.3,0.2,152.9,30.539,7.05,,,,
T,2015-11-22 14:11:17,46.287645903,6.169713149,1228.9,0.2,16.0,30.541,8.75,,,,
T,2015-11-22 14:11:49,46.287655039,6.169722369,1228.9,0.1,34.9,30.541,4.07,,,,
T,2015-11-22 14:12:17,46.287661828,6.169649614,1228.9,0.4,277.7,30.544,18.56,,,,
T,2015-11-22 14:12:43,46.287660487,6.169707952,1230.5,0.3,91.9,30.547,14.76,,,,
T,2015-11-22 14:12:46,46.287660990,6.169702336,1214.7,0.3,277.4,30.547,1.43,,,,
T,2015-11-22 14:12:47,46.287660068,6.169699403,1230.5,0.5,245.5,30.547,0.81,,,,
T,2015-11-22 14:12:55,46.287693093,6.169665288,1228.9,1.1,324.5,30.549,14.81,,,,

type,time,latitude,longitude,altitude (ft),speed (kt),course,distance (nmi),distance_interval (ft),eos,color,name,desc
T,2016-04-24 13:13:04,46.499548545,6.648874031,1076.0,,,0.000,,,Cyan,2016-04-24 08:13:04 Auto,
T,2016-04-24 13:13:07,46.499468498,6.648900183,1087.0,5.9,167.3,0.005,29.93,,,,
T,2016-04-24 13:13:09,46.499436898,6.648856429,1099.6,4.7,223.6,0.008,15.94,,,,
T,2016-04-24 13:13:11,46.499419296,6.648797253,1109.1,4.8,246.6,0.010,16.23,,,,
T,2016-04-24 13:13:14,46.499397252,6.648694826,1120.1,5.3,252.6,0.015,27.02,,,,
T,2016-04-24 13:13:17,46.499367831,6.648594076,1131.1,5.4,247.0,0.019,27.55,,,,
T,2016-04-24 13:13:19,46.499340674,6.648537917,1137.4,5.1,234.9,0.022,17.27,,,,
T,2016-04-24 13:13:23,46.499303458,6.648398694,1150.1,5.6,248.8,0.028,37.60,,,,
T,2016-04-24 13:13:25,46.499279318,6.648329291,1151.6,5.8,243.2,0.031,19.57,,,,
T,2016-04-24 13:13:28,46.499239253,6.648222590,1157.9,6.0,241.4,0.036,30.59,,,,
T,2016-04-24 13:13:32,46.499202540,6.648065094,1169.0,6.2,251.3,0.043,41.86,,,,
T,2016-04-24 13:13:47,46.499102460,6.647500070,1189.5,5.8,255.6,0.068,146.91,,,,
T,2016-04-24 13:13:56,46.499040099,6.647176947,1200.5,5.6,254.3,0.081,84.50,,,,
T,2016-04-24 13:14:08,46.498953430,6.646742178,1214.7,5.6,253.8,0.100,113.97,,,,
T,2016-04-24 13:14:09,46.498944126,6.646704460,1214.7,6.0,250.3,0.102,10.09,,,,
T,2016-04-24 13:14:26,46.498787133,6.646105992,1213.1,5.6,249.1,0.128,161.23,,,,
T,2016-04-24 13:14:28,46.498763496,6.646035500,1219.5,5.8,244.0,0.132,19.74,,,,
T,2016-04-24 13:14:47,46.498499047,6.645386238,1200.5,5.9,239.4,0.163,189.84,,,,
T,2016-04-24 13:14:48,46.498484127,6.645349860,1189.5,6.3,239.2,0.165,10.66,,,,
T,2016-04-24 13:14:49,46.498468453,6.645314153,1224.2,6.3,237.5,0.166,10.66,,,,
T,2016-04-24 13:14:50,46.498453449,6.645278530,1222.6,6.2,238.5,0.168,10.51,,,,
T,2016-04-24 13:14:52,46.498421179,6.645221952,1205.2,5.5,230.4,0.171,18.48,,,,
T,2016-04-24 13:14:56,46.498350687,6.645104522,1224.2,5.8,228.9,0.178,39.19,,,,
T,2016-04-24 13:14:58,46.498320596,6.645031264,1227.3,6.4,239.2,0.181,21.47,,,,
T,2016-04-24 13:15:05,46.498200484,6.644777711,1216.3,6.6,235.5,0.194,77.44,,,,
T,2016-04-24 13:15:16,46.498029325,6.644369597,1197.4,6.5,238.6,0.214,120.26,,,,
T,2016-04-24 13:15:17,46.498013986,6.644337075,1203.7,5.9,235.6,0.215,9.92,,,,
T,2016-04-24 13:15:20,46.497969897,6.644239510,1210.0,5.8,236.7,0.220,29.37,,,,
T,2016-04-24 13:15:31,46.497792369,6.643868526,1214.7,6.1,235.2,0.239,113.67,,,,
T,2016-04-24 13:15:38,46.497668149,6.643635342,1211.5,6.3,232.3,0.251,74.17,1,,,
T,2016-04-24 13:54:35,46.479498111,6.574024642,1216.3,,,3.336,18745.20,,,,
T,2016-04-24 13:54:51,46.479302393,6.573425923,1216.3,6.2,244.6,3.364,166.88,,,,
T,2016-04-24 13:55:12,46.479060324,6.572668953,1216.3,5.9,245.1,3.398,210.15,,,,
T,2016-04-24 13:55:26,46.478921017,6.572141563,1205.2,6.0,249.0,3.422,142.25,,,,
T,2016-04-24 13:55:27,46.478913222,6.572107784,1205.2,5.3,251.5,3.423,8.97,1,,,
T,2016-04-24 14:35:12,46.451048423,6.485518031,1225.8,,,7.385,24071.54,,,,
T,2016-04-24 14:35:28,46.450870056,6.484914534,1224.2,6.1,246.8,7.412,165.45,,,,
T,2016-04-24 14:35:32,46.450827979,6.484770449,1216.3,5.8,247.0,7.418,39.43,,,,
T,2016-04-24 14:35:36,46.450778358,6.484625274,1224.2,6.0,243.6,7.425,40.82,,,,
T,2016-04-24 14:35:45,46.450685570,6.484308019,1217.9,5.7,247.0,7.439,86.84,,,,
T,2016-04-24 14:36:03,46.450488428,6.483645933,1219.5,6.0,246.6,7.469,181.72,,,,
T,2016-04-24 14:36:15,46.450341661,6.483209739,1221.0,6.0,244.0,7.490,122.29,1,,,
T,2016-04-24 15:15:12,46.420769887,6.404208038,1225.8,,,11.218,22651.86,,,,
T,2016-04-24 15:15:31,46.420497811,6.403583586,1219.5,5.8,237.7,11.248,186.15,,,,
T,2016-04-24 15:15:47,46.420278456,6.403027615,1216.3,6.0,240.2,11.275,161.44,,,,
T,2016-04-24 15:16:03,46.420137724,6.402399307,1217.9,6.2,252.0,11.302,166.57,,,,
T,2016-04-24 15:16:20,46.420027753,6.401839815,1219.5,5.1,254.1,11.326,146.70,,,,
T,2016-04-24 15:16:25,46.420006212,6.401699502,1211.5,4.3,257.4,11.332,36.25,,,,
T,2016-04-24 15:16:38,46.419963883,6.401353162,1221.0,4.0,259.9,11.347,88.71,,,,
T,2016-04-24 15:16:58,46.419835892,6.400823593,1222.6,4.2,250.7,11.370,141.49,,,,
T,2016-04-24 15:17:21,46.419510338,6.400098894,1221.0,5.6,236.9,11.406,217.96,,,,
T,2016-04-24 15:17:45,46.419189228,6.399318539,1222.6,5.7,239.2,11.444,229.02,,,,
T,2016-04-24 15:18:10,46.418848839,6.398450425,1221.0,6.0,240.4,11.485,251.70,,,,
T,2016-04-24 15:18:31,46.418556981,6.397753470,1219.5,5.8,238.7,11.519,205.50,,,,
T,2016-04-24 15:19:02,46.418121122,6.396746384,1219.5,5.7,237.9,11.568,299.65,,,,
T,2016-04-24 15:19:32,46.417696495,6.395807108,1217.9,5.6,236.7,11.615,283.03,,,,
T,2016-04-24 15:19:58,46.417333810,6.394985598,1217.9,5.6,237.4,11.655,245.82,,,,
T,2016-04-24 15:20:23,46.416965509,6.394216809,1217.9,5.6,235.2,11.694,235.89,,,,
T,2016-04-24 15:20:37,46.416772976,6.393752787,1217.9,5.8,239.0,11.717,136.49,,,,
T,2016-04-24 15:20:41,46.416709106,6.393637285,1219.5,5.5,231.3,11.723,37.30,,,,
T,2016-04-24 15:20:56,46.416498637,6.393168569,1214.7,5.6,236.9,11.746,140.96,,,,
T,2016-04-24 15:20:58,46.416466953,6.393106123,1210.0,5.8,233.6,11.749,19.53,,,,
T,2016-04-24 15:21:00,46.416441808,6.393039068,1214.7,5.7,241.5,11.752,19.24,1,,,
T,2016-04-24 16:11:17,46.372078825,6.297466429,1219.5,,,16.532,29040.47,,,,
T,2016-04-24 16:11:22,46.372044710,6.297301138,1214.7,5.2,253.3,16.539,43.54,,,,
T,2016-04-24 16:11:26,46.372023672,6.297150683,1205.2,5.7,258.5,16.545,38.75,,,,
T,2016-04-24 16:11:33,46.372017721,6.296908278,1216.3,5.2,268.0,16.555,61.23,,,,
T,2016-04-24 16:11:34,46.372017218,6.296875505,1216.3,4.9,268.7,16.557,8.28,,,,
T,2016-04-24 16:11:47,46.371960891,6.296382565,1214.7,5.7,260.6,16.577,126.12,,,,
T,2016-04-24 16:12:03,46.371797444,6.295762975,1216.3,6.2,249.1,16.605,167.38,,,,
T,2016-04-24 16:12:19,46.371667609,6.295297863,1211.5,4.7,248.0,16.626,126.60,,,,
T,2016-04-24 16:12:37,46.371602314,6.294859825,1210.0,3.7,257.8,16.644,113.11,,,,
T,2016-04-24 16:12:52,46.371539701,6.294348277,1210.0,5.2,259.9,16.666,131.14,1,,,
T,2016-04-24 16:14:47,46.370590450,6.291377060,1221.0,,,16.802,826.09,,,,
T,2016-04-24 16:15:04,46.370523898,6.291048741,1224.2,3.0,253.6,16.816,86.36,,,,
T,2016-04-24 16:15:10,46.370499088,6.290970538,1224.2,2.1,245.3,16.820,21.72,1,,,
T,2016-04-24 16:25:00,46.367472718,6.279700315,1214.7,,,17.322,3051.74,,,,
T,2016-04-24 16:25:21,46.367073404,6.279003862,1211.5,6.4,230.3,17.360,228.30,,,,
T,2016-04-24 16:25:42,46.366665792,6.278219651,1211.5,7.0,233.0,17.400,247.58,,,,
T,2016-04-24 16:25:46,46.366596557,6.278057462,1210.0,7.1,238.3,17.408,48.11,,,,
T,2016-04-24 16:25:48,46.366557581,6.277984958,1214.7,6.9,232.1,17.412,23.18,,,,
T,2016-04-24 16:26:00,46.366321128,6.277523115,1206.8,7.2,233.4,17.436,145.02,1,,,
T,2016-04-24 17:04:46,46.322152102,6.224455023,1224.2,,,20.885,20955.02,,,,
T,2016-04-24 17:05:02,46.321765529,6.224103319,1222.6,6.2,212.1,20.912,166.65,,,,
T,2016-04-24 17:05:20,46.321243420,6.223795451,1222.6,6.8,202.2,20.946,205.68,,,,

type,time,latitude,longitude,altitude (ft),speed (kt),course,distance (nmi),distance_interval (ft),eos,color,name,desc
T,2017-12-05 04:44:27,41.706427121,-86.270257104,870.9,,,0.000,,,Cyan,2017-12-04 23:44:27 Auto,
T,2017-12-05 04:44:32,41.706413208,-86.270306809,880.4,1.7,249.4,0.002,14.49,,,,
T,2017-12-05 04:44:40,41.706397366,-86.270311251,875.7,0.4,191.8,0.003,5.90,,,,
T,2017-12-05 04:44:42,41.706395606,-86.270306474,870.9,0.4,116.3,0.004,1.45,,,,
T,2017-12-05 04:44:46,41.706403652,-86.270283088,856.8,1.0,65.3,0.005,7.03,,,,
T,2017-12-05 04:44:48,41.706408681,-86.270270934,844.1,1.1,61.0,0.005,3.79,,,,
T,2017-12-05 04:44:50,41.706407005,-86.270268839,833.1,0.2,137.0,0.006,0.84,,,,
T,2017-12-05 04:44:55,41.706405077,-86.270254590,822.0,0.5,100.3,0.006,3.95,,,,
T,2017-12-05 04:44:58,41.706402144,-86.270260960,807.8,0.4,238.3,0.006,2.04,,,,
T,2017-12-05 04:45:01,41.706396779,-86.270258864,796.8,0.4,163.7,0.007,2.04,,,,
T,2017-12-05 04:45:05,41.706404910,-86.270254338,784.2,0.5,22.6,0.007,3.21,,,,
T,2017-12-05 04:45:09,41.706413291,-86.270258026,773.2,0.5,341.8,0.008,3.22,,,,
T,2017-12-05 04:45:14,41.706412537,-86.270261128,762.1,0.1,252.0,0.008,0.89,,,,
T,2017-12-05 04:45:20,41.706419159,-86.270255847,751.1,0.3,30.8,0.009,2.81,,,,
T,2017-12-05 04:45:31,41.706413375,-86.270265318,741.6,0.2,230.7,0.009,3.34,1,,,
T,2017-12-05 04:46:54,41.706375992,-86.270166580,725.9,,,0.014,30.21,,,,
T,2017-12-05 04:47:23,41.706330646,-86.270216871,727.4,0.4,219.6,0.018,21.49,,,,
T,2017-12-05 04:48:00,41.706335926,-86.270177392,729.0,0.2,79.8,0.019,10.95,,,,
T,2017-12-05 04:48:27,41.706342967,-86.270175548,725.9,0.1,11.1,0.020,2.61,,,,
T,2017-12-05 04:49:01,41.706369706,-86.270195916,724.3,0.2,330.4,0.022,11.22,,,,
T,2017-12-05 04:49:25,41.706379093,-86.270214776,724.3,0.2,303.7,0.023,6.18,,,,
T,2017-12-05 04:49:35,41.706395438,-86.270199688,740.1,0.4,34.6,0.024,7.24,,,,
T,2017-12-05 04:49:36,41.706398372,-86.270198766,738.5,0.7,13.2,0.024,1.10,,,,
T,2017-12-05 04:49:54,41.706400132,-86.270187115,727.4,0.1,78.6,0.025,3.25,,,,
T,2017-12-05 04:49:56,41.706394013,-86.270187283,725.9,0.7,181.2,0.025,2.23,,,,
T,2017-12-05 04:50:01,41.706398875,-86.270182589,730.6,0.3,35.8,0.025,2.19,,,,
T,2017-12-05 04:50:33,41.706458805,-86.270214189,741.6,0.4,338.5,0.029,23.48,,,,
T,2017-12-05 04:50:34,41.706456207,-86.270210585,741.6,0.8,134.0,0.029,1.37,,,,
T,2017-12-05 04:50:37,41.706448998,-86.270198179,736.9,0.8,127.9,0.030,4.29,,,,
T,2017-12-05 04:50:45,41.706427541,-86.270197425,725.9,0.6,178.5,0.031,7.82,,,,
T,2017-12-05 04:50:46,41.706424607,-86.270194910,725.9,0.8,147.4,0.032,1.27,,,,
T,2017-12-05 04:51:04,41.706392421,-86.270199353,724.3,0.4,185.9,0.034,11.79,,,,
T,2017-12-05 04:51:46,41.706409855,-86.270175800,730.6,0.1,45.2,0.035,9.04,,,,
