type,time,latitude,longitude,altitude (ft),speed (kt),course,distance (nmi),distance_interval (ft),eos,color,name,desc
T,2015-11-22 10:24:07,46.393282358,6.293410677,1240.0,0.2,200.1,21.409,7.30,,,,
T,2015-11-22 10:24:37,46.393267689,6.293246895,1227.3,0.8,262.6,21.416,41.67,,,,
T,2015-11-22 10:24:38,46.393267102,6.293240860,1230.5,0.9,262.0,21.416,1.54,,,,
T,2015-11-22 10:24:42,46.393258050,6.293213367,1241.5,1.1,244.5,21.417,7.68,,,,
T,2015-11-22 10:24:56,46.393238436,6.293154107,1240.0,0.7,244.4,21.420,16.58,,,,
T,2015-11-22 10:25:24,46.393211028,6.293037683,1243.1,0.7,251.2,21.425,31.03,,,,
T,2015-11-22 10:25:55,46.393194348,6.292909272,1243.1,0.6,259.3,21.430,32.97,,,,
T,2015-11-22 10:26:28,46.393224858,6.292826543,1243.1,0.4,298.1,21.434,23.66,,,,
T,2015-11-22 10:26:47,46.393250004,6.292781951,1241.5,0.5,309.3,21.437,14.52,,,,
T,2015-11-22 10:27:07,46.393279592,6.292734593,1241.5,0.5,312.2,21.439,16.10,,,,
T,2015-11-22 10:27:35,46.393289482,6.292665778,1243.1,0.4,281.8,21.442,17.74,,,,
T,2015-11-22 10:27:59,46.393301301,6.292560669,1243.1,0.7,279.3,21.447,26.87,,,,
T,2015-11-22 10:28:24,46.393258134,6.292419015,1243.1,0.9,246.2,21.453,39.06,,,,
T,2015-11-22 10:28:46,46.393157216,6.292306865,1246.3,1.3,217.5,21.461,46.43,,,,
T,2015-11-22 10:29:12,46.392978681,6.292120200,1246.3,1.8,215.8,21.474,80.36,,,,
T,2015-11-22 10:29:17,46.392944483,6.292078542,1246.3,1.9,220.0,21.477,16.31,,,,
T,2015-11-22 10:29:46,46.392660337,6.291800765,1246.3,2.6,214.0,21.497,125.11,,,,
T,2015-11-22 10:30:13,46.392368730,6.291475380,1244.7,2.9,217.6,21.519,134.36,,,,
T,2015-11-22 10:30:35,46.392146861,6.291270526,1246.3,2.6,212.5,21.535,96.02,,,,
T,2015-11-22 10:31:02,46.391913761,6.291022003,1244.7,2.3,216.3,21.553,105.64,,,,
T,2015-11-22 10:31:27,46.391818123,6.290745819,1243.1,1.8,243.3,21.565,77.93,,,,
T,2015-11-22 10:31:42,46.391723575,6.290580025,1244.7,2.1,230.4,21.574,54.22,,,,
T,2015-11-22 10:32:10,46.391505394,6.290258328,1244.7,2.4,225.5,21.593,113.67,,,,
T,2015-11-22 10:32:33,46.391309006,6.289995220,1244.7,2.5,222.7,21.609,97.66,,,,
T,2015-11-22 10:32:53,46.391119910,6.289807968,1244.7,2.5,214.3,21.623,83.60,,,,
T,2015-11-22 10:33:18,46.390895024,6.289575202,1243.1,2.4,215.5,21.639,100.88,,,,
T,2015-11-22 10:33:53,46.390591096,6.289141187,1244.7,2.6,224.6,21.665,155.82,,,,
T,2015-11-22 10:34:16,46.390519682,6.288828962,1243.1,2.1,251.7,21.679,82.98,,,,
T,2015-11-22 10:34:47,46.390481880,6.288382038,1244.7,2.2,263.0,21.697,113.62,,,,
T,2015-11-22 10:35:18,46.390404599,6.287956657,1244.7,2.1,255.2,21.716,110.98,,,,
T,2015-11-22 10:35:32,46.390370736,6.287868563,1244.7,1.1,240.9,21.720,25.43,,,,
T,2015-11-22 10:35:59,46.390204858,6.287879962,1244.7,1.3,177.3,21.730,60.56,,,,
T,2015-11-22 10:36:31,46.390083656,6.287772758,1244.7,1.0,211.4,21.738,51.82,,,,
T,2015-11-22 10:36:55,46.390012158,6.287718779,1243.1,0.7,207.5,21.743,29.42,,,,
T,2015-11-22 10:37:19,46.390009224,6.287686340,1243.1,0.2,262.5,21.745,8.26,,,,
T,2015-11-22 10:37:55,46.389935045,6.287713833,1244.7,0.5,165.7,21.749,27.93,,,,
T,2015-11-22 10:38:23,46.389806718,6.287631104,1246.3,1.1,204.0,21.758,51.25,,,,
T,2015-11-22 10:38:44,46.389801186,6.287492300,1244.7,1.0,266.7,21.763,35.09,,,,
T,2015-11-22 10:38:56,46.389829684,6.287384089,1244.7,1.4,290.9,21.768,29.22,,,,
T,2015-11-22 10:39:21,46.389861954,6.286842367,1244.7,3.3,274.9,21.791,137.21,,,,
T,2015-11-22 10:39:45,46.389766987,6.286129821,1244.7,4.5,259.1,21.821,183.12,,,,
T,2015-11-22 10:40:08,46.389589375,6.285472261,1244.7,4.6,248.6,21.850,178.13,,,,
T,2015-11-22 10:40:29,46.389476806,6.284835404,1244.7,4.7,255.6,21.878,165.87,,,,
T,2015-11-22 10:40:51,46.389449146,6.284165438,1244.7,4.6,266.6,21.905,169.37,,,,
T,2015-11-22 10:40:59,46.389329620,6.284185639,1244.7,3.3,173.4,21.913,43.89,,,,
T,2015-11-22 10:41:03,46.389286369,6.284187902,1246.3,2.3,177.9,21.915,15.78,,,,
T,2015-11-22 10:41:27,46.389046814,6.284319414,1246.3,2.3,159.3,21.931,93.46,,,,
T,2015-11-22 10:41:52,46.388753532,6.284510102,1247.8,2.8,155.8,21.950,117.29,,,,
T,2015-11-22 10:42:19,46.388482377,6.284777401,1247.8,2.6,145.8,21.970,119.70,,,,
T,2015-11-22 10:42:46,46.388249192,6.285129441,1246.3,2.7,133.8,21.990,122.98,,,,
T,2015-11-22 10:43:10,46.388031766,6.285420964,1246.3,2.7,137.2,22.008,108.17,,,,
T,2015-11-22 10:43:38,46.387710990,6.285740230,1246.3,3.0,145.5,22.031,142.05,,,,
T,2015-11-22 10:44:06,46.387340426,6.286020856,1246.3,3.2,152.4,22.056,152.57,,,,
T,2015-11-22 10:44:37,46.386908842,6.286201654,1244.7,3.1,163.9,22.083,163.88,,,,
T,2015-11-22 10:45:07,46.386478515,6.286287401,1246.3,3.1,172.2,22.109,158.42,,,,
T,2015-11-22 10:45:34,46.386119099,6.286384715,1244.7,2.9,169.4,22.131,133.36,,,,
T,2015-11-22 10:46:02,46.385747949,6.286623599,1243.1,3.1,156.1,22.156,148.18,,,,
T,2015-11-22 10:46:28,46.385369673,6.286835661,1243.1,3.4,158.9,22.180,147.97,,,,
T,2015-11-22 10:46:54,46.385008916,6.287061973,1243.1,3.3,156.6,22.204,143.43,,,,
T,2015-11-22 10:47:21,46.384718232,6.287363386,1243.1,2.9,144.4,22.225,130.48,,,,
T,2015-11-22 10:47:29,46.384694260,6.287295660,1243.1,1.4,242.8,22.228,19.20,,,,
T,2015-11-22 10:47:49,46.384671209,6.287054848,1240.0,1.8,262.1,22.238,61.35,,,,
T,2015-11-22 10:48:16,46.384603819,6.286633071,1240.0,2.4,257.0,22.256,109.25,,,,
T,2015-11-22 10:48:40,46.384391002,6.286239540,1240.0,3.1,231.9,22.277,126.05,,,,
T,2015-11-22 10:49:10,46.384100821,6.285683904,1240.0,3.5,232.9,22.306,175.68,,,,
T,2015-11-22 10:49:35,46.383867385,6.285235472,1240.0,3.4,233.0,22.329,141.62,,,,
T,2015-11-22 10:50:02,46.383620789,6.284754518,1240.0,3.3,233.4,22.354,151.07,,,,
T,2015-11-22 10:50:29,46.383350221,6.284284713,1240.0,3.4,230.1,22.379,154.26,,,,
T,2015-11-22 10:50:58,46.382985441,6.283779116,1238.4,3.8,223.7,22.410,184.34,,,,
T,2015-11-22 10:51:31,46.382596856,6.283230185,1238.4,3.6,224.3,22.442,198.18,,,,
T,2015-11-22 10:51:57,46.382411029,6.282796841,1238.4,2.9,238.1,22.464,128.67,,,,
T,2015-11-22 10:52:27,46.382254623,6.282294178,1236.8,2.7,245.7,22.486,139.10,,,,
T,2015-11-22 10:52:55,46.382128810,6.281887069,1236.8,2.4,245.9,22.505,112.53,,,,
T,2015-11-22 10:53:22,46.382011380,6.281421538,1236.8,2.7,249.9,22.526,125.06,,,,
T,2015-11-22 10:53:54,46.381894201,6.280731708,1235.2,3.3,256.2,22.555,179.27,,,,
T,2015-11-22 10:54:26,46.381813902,6.280129719,1233.6,2.9,259.1,22.581,154.73,,,,
T,2015-11-22 10:54:46,46.381765120,6.279987981,1233.6,1.2,243.5,22.587,39.95,,,,
T,2015-11-22 10:55:07,46.381629333,6.280093007,1235.2,1.6,151.9,22.596,56.17,,,,
T,2015-11-22 10:55:33,46.381467897,6.280327784,1235.2,1.9,134.9,22.610,83.53,,,,
T,2015-11-22 10:55:48,46.381376786,6.280463319,1235.2,1.9,134.3,22.618,47.69,,,,
T,2015-11-22 10:56:08,46.381256925,6.280615032,1235.2,1.7,138.9,22.628,58.11,,,,
T,2015-11-22 10:56:13,46.381218703,6.280573877,1236.8,2.1,216.6,22.630,17.38,,,,
T,2015-11-22 10:56:37,46.381004546,6.280352427,1236.8,2.4,215.5,22.646,96.04,,,,
T,2015-11-22 10:57:04,46.380807152,6.280029640,1233.6,2.4,228.4,22.664,108.72,,,,
T,2015-11-22 10:57:27,46.380628115,6.279658657,1233.6,2.9,235.0,22.683,114.15,,,,
T,2015-11-22 10:57:49,46.380483611,6.279336540,1233.6,2.6,237.0,22.699,96.89,,,,
T,2015-11-22 10:58:12,46.380331647,6.279022889,1233.6,2.5,234.9,22.715,96.64,,,,
T,2015-11-22 10:58:37,46.380288312,6.278579235,1233.6,2.7,261.9,22.733,113.09,,,,
T,2015-11-22 10:58:54,46.380317062,6.278248066,1233.6,2.9,277.2,22.747,84.24,,,,
T,2015-11-22 10:59:11,46.380204074,6.278256699,1235.2,1.4,177.0,22.754,41.26,,,,
T,2015-11-22 10:59:19,46.380153447,6.278298609,1235.2,1.6,150.3,22.757,21.28,,,,
T,2015-11-22 10:59:44,46.379944822,6.278393408,1235.2,1.9,162.6,22.771,79.76,,,,
T,2015-11-22 11:00:08,46.379692443,6.278408328,1236.8,2.3,177.7,22.786,92.12,,,,
T,2015-11-22 11:00:26,46.379509382,6.278397515,1236.8,2.2,182.3,22.797,66.82,,,,
T,2015-11-22 11:00:48,46.379325315,6.278545708,1238.4,2.1,151.0,22.809,76.85,,,,
T,2015-11-22 11:01:01,46.379259853,6.278418806,1236.8,1.8,233.2,22.816,39.95,,,,
T,2015-11-22 11:01:19,46.379256332,6.278158715,1235.2,2.2,268.9,22.827,65.66,,,,
T,2015-11-22 11:01:36,46.379225152,6.278119404,1235.2,0.5,221.0,22.829,15.09,,,,
T,2015-11-22 11:01:44,46.379167903,6.278104400,1236.8,1.6,190.2,22.833,21.22,,,,
T,2015-11-22 11:01:52,46.379092801,6.278098114,1225.8,2.0,183.3,22.837,27.44,,,,
T,2015-11-22 11:01:53,46.379083162,6.278097024,1227.3,2.1,184.5,22.838,3.53,,,,
T,2015-11-22 11:01:57,46.379041337,6.278091911,1236.8,2.3,184.8,22.840,15.31,,,,
T,2015-11-22 11:02:01,46.378998421,6.278087133,1243.1,2.3,184.4,22.843,15.70,,,,
T,2015-11-22 11:02:27,46.378734894,6.278015552,1238.4,2.2,190.6,22.859,97.79,,,,
T,2015-11-22 11:02:48,46.378502548,6.277928883,1238.4,2.5,194.4,22.873,87.51,,,,
T,2015-11-22 11:03:12,46.378153274,6.277759485,1238.4,3.3,198.5,22.896,134.36,,,,
T,2015-11-22 11:03:40,46.377720432,6.277571563,1238.4,3.5,196.7,22.923,164.83,,,,
T,2015-11-22 11:04:01,46.377456486,6.277550105,1238.4,2.7,183.2,22.939,96.41,,,,
T,2015-11-22 11:04:26,46.377167814,6.277520349,1238.4,2.5,184.1,22.956,105.54,,,,
T,2015-11-22 11:04:49,46.376941335,6.277496209,1238.4,2.1,184.2,22.970,82.82,,,,
T,2015-11-22 11:05:20,46.376688704,6.277538622,1238.4,1.8,173.4,22.985,92.75,,,,
T,2015-11-22 11:05:49,46.376466751,6.277495204,1238.4,1.7,187.7,22.998,81.68,,,,
T,2015-11-22 11:06:17,46.376265166,6.277493276,1238.4,1.6,180.4,23.010,73.52,,,,
T,2015-11-22 11:06:41,46.376084955,6.277416665,1238.4,1.7,196.3,23.022,68.51,,,,
T,2015-11-22 11:07:00,46.375935925,6.277440973,1236.8,1.7,173.6,23.031,54.70,,,,
T,2015-11-22 11:07:26,46.375700980,6.277521858,1236.8,2.0,166.6,23.045,88.08,,,,
T,2015-11-22 11:07:53,46.375470562,6.277653454,1236.8,2.0,158.5,23.060,90.36,,,,
T,2015-11-22 11:08:23,46.375249699,6.277847160,1236.8,1.9,148.8,23.076,94.23,,,,
T,2015-11-22 11:08:52,46.375019867,6.277998704,1236.8,1.9,155.5,23.091,92.13,,,,
T,2015-11-22 11:08:53,46.375011401,6.278007170,1236.8,2.2,145.4,23.091,3.75,,,,
T,2015-11-22 11:09:17,46.374785425,6.278223507,1236.8,2.4,146.6,23.108,98.86,,,,
T,2015-11-22 11:09:27,46.374696493,6.278278744,1236.8,2.1,156.8,23.113,35.30,,,,
T,2015-11-22 11:09:51,46.374678891,6.277983701,1235.2,1.8,265.1,23.126,74.75,,,,
T,2015-11-22 11:10:17,46.374631701,6.277651442,1235.2,2.0,258.4,23.140,85.62,,,,
T,2015-11-22 11:10:51,46.374505805,6.277245171,1235.2,2.0,245.8,23.158,112.36,,,,
T,2015-11-22 11:11:14,46.374484934,6.276912661,1236.8,2.2,264.8,23.172,84.28,,,,
T,2015-11-22 11:11:33,46.374450820,6.276753321,1235.2,1.3,252.8,23.179,42.10,,,,
T,2015-11-22 11:11:55,46.374293910,6.276819119,1235.2,1.6,163.9,23.189,59.59,,,,
T,2015-11-22 11:12:02,46.374241440,6.276837392,1235.2,1.7,166.5,23.192,19.68,,,,
T,2015-11-22 11:12:28,46.373940697,6.276877793,1235.2,2.5,174.7,23.210,110.15,,,,
T,2015-11-22 11:12:52,46.373711368,6.276933700,1235.2,2.1,170.5,23.224,84.82,,,,
T,2015-11-22 11:13:15,46.373506766,6.276988853,1235.2,2.0,169.5,23.237,75.90,,,,
T,2015-11-22 11:13:39,46.373328986,6.276974855,1235.2,1.6,183.1,23.247,64.93,,,,
T,2015-11-22 11:14:06,46.373155145,6.276959516,1233.6,1.4,183.5,23.258,63.52,,,,
T,2015-11-22 11:14:32,46.372998655,6.276810318,1233.6,1.6,213.3,23.269,68.38,,,,
T,2015-11-22 11:14:58,46.372875776,6.276638154,1233.6,1.4,224.0,23.279,62.43,,,,
T,2015-11-22 11:15:32,46.372722806,6.276479233,1233.6,1.2,215.6,23.291,68.71,,,,
T,2015-11-22 11:15:57,46.372643011,6.276425589,1232.1,0.8,204.9,23.296,32.10,,,,
T,2015-11-22 11:16:24,46.372538740,6.276390133,1232.1,0.9,193.2,23.302,39.07,,,,
T,2015-11-22 11:16:54,46.372447545,6.276373537,1232.1,0.7,187.2,23.308,33.52,,,,
T,2015-11-22 11:17:16,46.372391973,6.276402874,1233.6,0.6,160.0,23.311,21.58,,,,
T,2015-11-22 11:17:39,46.372325756,6.276422823,1233.6,0.6,168.3,23.316,24.67,,,,
T,2015-11-22 11:17:57,46.372288037,6.276443107,1233.6,0.5,159.6,23.318,14.68,,,,
T,2015-11-22 11:18:21,46.372212432,6.276463643,1233.6,0.7,169.4,23.323,28.06,,,,
T,2015-11-22 11:18:44,46.372127859,6.276473952,1233.6,0.8,175.2,23.328,30.95,,,,
T,2015-11-22 11:19:05,46.372033227,6.276485939,1233.6,1.0,175.0,23.333,34.64,,,,
T,2015-11-22 11:19:30,46.371940356,6.276492560,1233.6,0.8,177.2,23.339,33.91,,,,
T,2015-11-22 11:19:52,46.371859973,6.276485939,1233.6,0.8,183.3,23.344,29.36,,,,
T,2015-11-22 11:20:17,46.371787889,6.276508570,1233.6,0.6,167.8,23.348,26.90,,,,
T,2015-11-22 11:20:47,46.371707590,6.276537320,1233.6,0.6,166.1,23.353,30.17,,,,
T,2015-11-22 11:21:13,46.371663502,6.276593227,1233.6,0.5,138.8,23.357,21.39,,,,
T,2015-11-22 11:21:38,46.371637266,6.276631700,1235.2,0.3,134.7,23.359,13.63,,,,
T,2015-11-22 11:22:04,46.371582868,6.276690709,1235.2,0.6,143.2,23.363,24.81,,,,
T,2015-11-22 11:22:29,46.371513382,6.276753824,1235.2,0.7,147.9,23.368,29.93,,,,
T,2015-11-22 11:22:48,46.371446075,6.276751980,1235.2,0.8,181.1,23.372,24.55,,,,
T,2015-11-22 11:23:17,46.371359238,6.276780982,1235.2,0.7,167.0,23.377,32.50,,,,
T,2015-11-22 11:23:39,46.371221021,6.276771594,1236.8,1.4,182.7,23.386,50.46,,,,
T,2015-11-22 11:23:59,46.371112307,6.276754076,1236.8,1.2,186.3,23.392,39.89,,,,
T,2015-11-22 11:24:22,46.370968725,6.276790956,1236.8,1.4,169.9,23.401,53.18,,,,
T,2015-11-22 11:24:45,46.370831095,6.276822304,1236.8,1.3,171.1,23.409,50.81,,,,
T,2015-11-22 11:25:20,46.370644597,6.276905369,1235.2,1.2,162.9,23.421,71.17,,,,
T,2015-11-22 11:25:48,46.370512582,6.276985249,1236.8,1.1,157.3,23.430,52.20,,,,
T,2015-11-22 11:26:13,46.370384423,6.276987931,1236.8,1.1,179.2,23.437,46.74,,,,
T,2015-11-22 11:26:37,46.370313764,6.277003437,1236.8,0.6,171.4,23.442,26.06,,,,
T,2015-11-22 11:27:07,46.370220557,6.277044760,1236.8,0.7,163.0,23.447,35.56,,,,
T,2015-11-22 11:27:38,46.370201614,6.277003940,1236.8,0.2,236.1,23.450,12.41,,,,
T,2015-11-22 11:28:04,46.370238913,6.276978292,1236.8,0.3,334.6,23.452,15.07,,,,
T,2015-11-22 11:28:35,46.370281661,6.277009975,1236.8,0.3,27.1,23.455,17.52,,,,
T,2015-11-22 11:29:04,46.370265651,6.277033947,1236.8,0.2,134.1,23.456,8.41,,,,
T,2015-11-22 11:29:32,46.370242936,6.277028667,1236.8,0.2,189.1,23.458,8.39,,,,
T,2015-11-22 11:29:58,46.370221898,6.277038809,1238.4,0.2,161.6,23.459,8.09,,,,
T,2015-11-22 11:30:26,46.370189292,6.276998408,1238.4,0.3,220.5,23.462,15.67,,,,
T,2015-11-22 11:31:02,46.370126260,6.276909644,1238.4,0.5,224.2,23.467,32.10,,,,
T,2015-11-22 11:31:29,46.370060043,6.276827417,1238.4,0.7,220.6,23.472,31.84,,,,
T,2015-11-22 11:31:57,46.369988546,6.276683584,1238.4,0.9,234.2,23.479,44.70,,,,
T,2015-11-22 11:32:21,46.369890310,6.276457440,1238.4,1.7,237.8,23.491,67.40,,,,
T,2015-11-22 11:32:47,46.369710686,6.276116632,1238.4,2.5,232.6,23.508,108.14,,,,
T,2015-11-22 11:33:20,46.369413296,6.275676163,1238.4,2.8,225.6,23.534,155.33,,,,
T,2015-11-22 11:33:51,46.369122192,6.275192276,1238.4,3.1,228.9,23.561,161.84,,,,
T,2015-11-22 11:34:18,46.368852295,6.274821879,1238.4,3.0,223.4,23.583,135.76,,,,
T,2015-11-22 11:34:20,46.368835866,6.274807127,1230.5,2.1,211.8,23.584,7.05,,,,
T,2015-11-22 11:34:23,46.368814996,6.274765385,1240.0,2.6,234.1,23.586,13.00,,,,
T,2015-11-22 11:34:48,46.368538979,6.274533626,1205.2,2.8,210.1,23.605,116.43,,,,
T,2015-11-22 11:34:49,46.368525736,6.274527172,1243.1,3.0,198.6,23.606,5.10,,,,
T,2015-11-22 11:35:19,46.368204290,6.274371101,1236.8,2.4,198.5,23.627,123.67,,,,
T,2015-11-22 11:35:47,46.367971608,6.274108077,1240.0,2.3,218.0,23.644,107.75,,,,
T,2015-11-22 11:36:14,46.367647313,6.273723012,1241.5,3.4,219.3,23.669,153.09,,,,
T,2015-11-22 11:36:38,46.367430724,6.273486977,1240.0,2.4,216.9,23.686,98.94,,,,
T,2015-11-22 11:37:06,46.367123444,6.273080371,1240.0,3.2,222.4,23.711,151.97,,,,
T,2015-11-22 11:37:31,46.366788838,6.272606794,1240.0,4.0,224.3,23.739,170.84,,,,
T,2015-11-22 11:37:58,46.366460770,6.272203624,1240.0,3.4,220.3,23.765,157.08,,,,
T,2015-11-22 11:38:23,46.366124656,6.271911012,1238.4,3.4,211.0,23.788,143.12,,,,
T,2015-11-22 11:38:41,46.365883006,6.271740608,1238.4,3.2,205.9,23.804,98.07,,,,
T,2015-11-22 11:39:11,46.365514453,6.271447660,1238.4,3.0,208.7,23.830,153.41,,,,
T,2015-11-22 11:39:41,46.365240365,6.271210620,1236.8,2.3,210.8,23.849,116.50,,,,
T,2015-11-22 11:40:08,46.365052695,6.271046502,1236.8,1.8,211.1,23.862,80.01,,,,
T,2015-11-22 11:40:36,46.364844069,6.270838631,1236.8,2.0,214.5,23.877,92.43,,,,
T,2015-11-22 11:41:12,46.364494544,6.270482903,1235.2,2.6,215.1,23.903,155.93,,,,
T,2015-11-22 11:41:40,46.364150466,6.270184088,1235.2,3.1,210.9,23.927,146.42,,,,
T,2015-11-22 11:42:07,46.363825249,6.269925339,1235.2,3.0,208.8,23.949,135.41,,,,
T,2015-11-22 11:42:34,46.363518387,6.269690478,1235.2,2.8,207.8,23.970,126.65,,,,
T,2015-11-22 11:43:04,46.363204820,6.269415636,1235.2,2.6,211.2,23.992,133.76,,,,
T,2015-11-22 11:43:36,46.362887565,6.269134339,1235.2,2.5,211.5,24.014,135.76,,,,
T,2015-11-22 11:44:06,46.362672318,6.268930994,1235.2,1.9,213.1,24.030,93.80,,,,
T,2015-11-22 11:44:37,46.362463776,6.268741898,1233.6,1.7,212.0,24.045,89.80,,,,
T,2015-11-22 11:45:09,46.362275435,6.268549617,1233.6,1.6,215.2,24.059,84.11,,,,
T,2015-11-22 11:45:46,46.361983158,6.268266560,1233.6,2.1,213.8,24.080,128.33,,,,
T,2015-11-22 11:46:21,46.361658443,6.267909408,1235.2,2.5,217.2,24.104,148.85,,,,
T,2015-11-22 11:46:48,46.361318221,6.267617550,1235.2,3.2,210.6,24.128,144.31,,,,
T,2015-11-22 11:47:25,46.360788988,6.267245561,1235.2,3.4,205.9,24.163,214.65,,,,
T,2015-11-22 11:47:52,46.360454969,6.267013382,1235.2,3.0,205.6,24.185,135.19,,,,
T,2015-11-22 11:48:25,46.360109635,6.266780114,1235.2,2.5,205.0,24.208,139.03,,,,
T,2015-11-22 11:48:51,46.359825572,6.266570734,1233.6,2.7,207.0,24.227,116.31,,,,
T,2015-11-22 11:49:16,46.359568499,6.266372502,1233.6,2.5,208.0,24.245,106.28,,,,
T,2015-11-22 11:49:37,46.359376889,6.266221041,1233.6,2.2,208.6,24.258,79.66,,,,
T,2015-11-22 11:50:07,46.359111769,6.266043596,1232.1,2.1,204.8,24.276,106.56,,,,
T,2015-11-22 11:50:41,46.358892079,6.265850226,1232.1,1.6,211.3,24.291,93.82,,,,
T,2015-11-22 11:51:08,46.358678173,6.265630871,1232.1,2.1,215.3,24.307,95.67,,,,
T,2015-11-22 11:51:35,46.358467117,6.265390729,1232.1,2.2,218.1,24.323,97.99,,,,
T,2015-11-22 11:52:00,46.358269723,6.265228456,1230.5,2.0,209.6,24.337,82.83,,,,
T,2015-11-22 11:52:24,46.358040813,6.265049335,1230.5,2.3,208.4,24.352,94.95,,,,
T,2015-11-22 11:52:27,46.358013069,6.265027039,1227.3,2.3,209.0,24.354,11.58,,,,
T,2015-11-22 11:52:31,46.357975854,6.264980016,1221.0,2.7,221.1,24.357,18.03,,,,
T,2015-11-22 11:52:32,46.357967053,6.264968449,1227.3,2.6,222.2,24.358,4.34,,,,
T,2015-11-22 11:52:36,46.357929753,6.264936514,1228.9,2.3,210.6,24.360,15.81,,,,
T,2015-11-22 11:52:40,46.357894801,6.264912542,1233.6,2.1,205.3,24.363,14.11,,,,
T,2015-11-22 11:53:11,46.357637811,6.264789076,1225.8,1.9,198.3,24.379,98.77,,,,
T,2015-11-22 11:53:38,46.357375542,6.264671478,1225.8,2.2,197.2,24.395,100.15,,,,
T,2015-11-22 11:54:09,46.357134897,6.264595958,1224.2,1.7,192.2,24.410,89.81,,,,
T,2015-11-22 11:54:35,46.356874974,6.264412226,1224.2,2.4,206.0,24.428,105.54,,,,
T,2015-11-22 11:55:04,46.356495107,6.264074100,1225.8,3.3,211.6,24.454,162.73,,,,
T,2015-11-22 11:55:24,46.356220432,6.263901265,1227.3,3.2,203.5,24.472,109.27,,,,
T,2015-11-22 11:55:50,46.355790608,6.263601277,1225.8,4.0,205.7,24.501,174.10,,,,
T,2015-11-22 11:56:13,46.355329435,6.263348730,1225.8,4.6,200.7,24.531,179.87,,,,
T,2015-11-22 11:56:37,46.354849404,6.263016304,1225.8,4.8,205.5,24.563,194.15,,,,
T,2015-11-22 11:57:00,46.354322769,6.262705838,1225.8,5.3,202.1,24.597,207.44,,,,
T,2015-11-22 11:57:26,46.353842402,6.262427727,1225.8,4.3,201.8,24.628,188.74,,,,
T,2015-11-22 11:57:51,46.353443507,6.262067556,1222.6,4.1,211.9,24.656,171.57,,,,
T,2015-11-22 11:58:17,46.352968505,6.261713253,1224.2,4.4,207.2,24.688,194.97,,,,
T,2015-11-22 11:58:44,46.352438768,6.261322740,1224.2,4.8,207.0,24.724,216.90,,,,
T,2015-11-22 11:59:10,46.351892687,6.260903478,1225.8,5.1,207.9,24.761,225.55,,,,
T,2015-11-22 11:59:28,46.351457164,6.260567363,1227.3,5.9,208.0,24.791,180.09,,,,
T,2015-11-22 11:59:57,46.350752246,6.260060007,1228.9,5.9,206.4,24.838,287.24,,,,
T,2015-11-22 12:00:24,46.350106588,6.259614425,1228.9,5.7,205.5,24.881,260.97,,,,
T,2015-11-22 12:00:45,46.349587580,6.259207567,1230.5,6.1,208.4,24.916,215.37,,,,
T,2015-11-22 12:01:03,46.349092042,6.258902885,1232.1,6.5,203.0,24.949,196.42,,,,
T,2015-11-22 12:01:20,46.348639671,6.258650087,1208.4,6.2,201.1,24.978,176.90,,,,
T,2015-11-22 12:01:21,46.348614860,6.258636592,1225.8,5.7,200.6,24.979,9.67,,,,
T,2015-11-22 12:01:28,46.348423502,6.258493178,1235.2,6.7,207.4,24.992,78.63,,,,
T,2015-11-22 12:01:43,46.348047908,6.258292096,1235.2,5.8,200.3,25.016,146.09,,,,
T,2015-11-22 12:02:08,46.347483387,6.257857997,1233.6,5.5,208.0,25.055,233.25,,,,
T,2015-11-22 12:02:34,46.346937222,6.257310994,1233.6,5.5,214.7,25.095,242.40,,,,
T,2015-11-22 12:02:53,46.346578058,6.256961469,1235.2,4.9,213.9,25.120,157.95,,,,
T,2015-11-22 12:03:21,46.346053267,6.256490322,1233.6,4.8,211.8,25.158,225.36,,,,
T,2015-11-22 12:03:48,46.345584635,6.256049518,1233.6,4.5,213.0,25.191,203.97,,,,
T,2015-11-22 12:04:17,46.345077949,6.255633691,1233.6,4.3,209.5,25.226,212.54,,,,
T,2015-11-22 12:04:48,46.344549386,6.255177045,1232.1,4.3,210.8,25.263,224.63,,,,
T,2015-11-22 12:05:16,46.344143031,6.254794076,1232.1,3.7,213.0,25.292,176.97,,,,
T,2015-11-22 12:05:36,46.343906075,6.254542619,1232.1,3.2,216.2,25.310,107.24,,,,
T,2015-11-22 12:05:57,46.343659311,6.254353272,1232.1,2.9,207.9,25.327,101.91,,,,
T,2015-11-22 12:06:25,46.343336189,6.254018750,1232.1,3.1,215.6,25.351,145.00,,,,
T,2015-11-22 12:06:51,46.343024718,6.253752876,1232.1,3.0,210.5,25.372,131.96,,,,
T,2015-11-22 12:07:22,46.342529263,6.253409972,1232.1,3.8,205.5,25.405,200.37,,,,
T,2015-11-22 12:07:50,46.342011010,6.253094394,1232.1,4.3,202.8,25.439,205.12,,,,
T,2015-11-22 12:08:18,46.341601806,6.252775798,1232.1,3.6,208.3,25.467,169.55,,,,
T,2015-11-22 12:08:44,46.341195703,6.252456531,1232.1,3.8,208.5,25.495,168.63,,,,
T,2015-11-22 12:09:13,46.340786330,6.252121422,1232.1,3.5,209.5,25.523,171.62,,,,
T,2015-11-22 12:09:45,46.340387519,6.251799725,1230.5,3.1,209.1,25.550,166.60,,,,
